# Fit results:
# amplitude = 187.8361
# peak_pos[pc] = 8.4489
# width_left[pc] = 3.5784
# width_right[pc] = 3.2863
# chi_sq = 18.075
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   1.35   -2.01    5.37    3.41
   1.62   -0.48    5.14    4.09
   1.89    1.26    4.89    4.77
   2.16    5.32    4.73    5.45
   2.43    9.86    4.53    6.13
   2.70   15.97    4.31    6.81
   2.97   22.12    4.12    7.50
   3.24   29.31    3.97    8.18
   3.51   36.83    3.81    8.86
   3.78   44.37    4.05    9.54
   4.05   51.36    4.67   10.22
   4.32   58.59    5.51   10.90
   4.59   66.32    6.34   11.59
   4.86   76.09    7.41   12.27
   5.13   86.86    8.91   12.95
   5.40   98.55   10.46   13.63
   5.67  109.62   11.76   14.31
   5.94  123.56   12.13   14.99
   6.21  136.54   11.73   15.67
   6.48  147.84   10.43   16.36
   6.75  156.69    8.72   17.04
   7.02  163.90    6.79   17.72
   7.29  169.43    4.95   18.40
   7.56  173.55    3.36   19.08
   7.83  176.25    2.12   19.76
   8.10  177.30    1.66   20.44
   8.37  177.55    2.29   21.13
   8.64  176.28    3.91   21.81
   8.91  173.07    6.39   22.49
   9.18  168.18    9.42   23.17
   9.45  160.85   12.82   23.85
   9.72  155.18   16.30   24.53
   9.99  147.64   19.51   25.22
  10.26  140.18   21.85   25.90
  10.52  130.89   23.05   26.58
  10.79  119.29   22.99   27.26
  11.06  106.25   21.95   27.94
  11.33   91.88   20.00   28.62
  11.60   77.44   17.56   29.30
  11.87   62.91   14.96   29.99
  12.14   49.28   12.93   30.67
  12.41   37.92   11.74   31.35
  12.68   29.43   11.36   32.03
  12.95   22.78   11.14   32.71
  13.22   17.87   10.66   33.39
  13.49   13.63    9.79   34.07
  13.76    9.12    8.89   34.76
  14.03    4.70    8.35   35.44
  14.30    1.80    8.06   36.12
  14.57   -0.42    7.55   36.80
