# Fit results:
# amplitude = 106.7237
# peak_pos[pc] = 7.0230
# width_left[pc] = 3.9252
# width_right[pc] = 4.3096
# chi_sq = 39.276
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.00    2.50    0.00
   0.27   -0.42    1.17    0.68
   0.54    2.41    0.74    1.37
   0.81    6.59    1.23    2.05
   1.08   11.02    1.89    2.74
   1.36   16.41    2.66    3.42
   1.63   21.85    3.63    4.11
   1.90   27.23    4.78    4.79
   2.17   33.10    5.96    5.48
   2.44   39.30    7.03    6.16
   2.71   45.67    8.05    6.85
   2.98   51.86    9.09    7.53
   3.25   57.92    9.75    8.22
   3.52   63.54    9.86    8.90
   3.80   68.63    9.76    9.59
   4.07   72.90    9.42   10.27
   4.34   76.92    8.80   10.95
   4.61   80.70    8.34   11.64
   4.88   84.17    8.17   12.32
   5.15   87.15    8.11   13.01
   5.42   89.58    8.15   13.69
   5.69   91.58    8.22   14.38
   5.96   92.84    8.10   15.06
   6.24   93.34    7.69   15.75
   6.51   94.00    7.10   16.43
   6.78   94.47    6.35   17.12
   7.05   94.75    5.40   17.80
   7.32   95.19    4.45   18.49
   7.59   95.58    3.69   19.17
   7.86   95.75    3.07   19.85
   8.13   94.71    2.40   20.54
   8.40   92.98    1.55   21.22
   8.68   90.62    1.27   21.91
   8.95   87.32    2.22   22.59
   9.22   83.30    3.64   23.28
   9.49   78.85    4.95   23.96
   9.76   74.31    5.95   24.65
  10.03   69.44    6.65   25.33
  10.30   64.43    7.05   26.02
  10.57   58.83    7.17   26.70
  10.84   49.54    7.09   27.39
  11.12   40.44    6.73   28.07
  11.39   31.66    6.25   28.76
  11.66   23.67    5.62   29.44
  11.93   15.00    4.77   30.12
  12.20    7.18    3.95   30.81
  12.47   -0.14    3.22   31.49
