# Fit results:
# amplitude = 88.8229
# peak_pos[pc] = 6.4822
# width_left[pc] = 2.7059
# width_right[pc] = 2.0751
# chi_sq = 11.402
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.54   -3.11    8.97    1.37
   0.81    0.02   12.10    2.05
   1.08    4.21   14.05    2.73
   1.35    9.12   14.29    3.42
   1.62   13.62   13.12    4.10
   1.89   17.68   11.05    4.78
   2.16   19.85    8.56    5.47
   2.44   20.98    6.23    6.15
   2.71   21.30    4.34    6.83
   2.98   22.72    3.05    7.52
   3.25   24.91    2.68    8.20
   3.52   28.22    3.17    8.88
   3.79   33.90    3.76    9.57
   4.06   41.11    4.18   10.25
   4.33   48.85    4.22   10.93
   4.60   57.05    3.90   11.62
   4.87   65.36    3.23   12.30
   5.14   70.64    2.75   12.98
   5.41   76.29    4.20   13.67
   5.68   83.05    7.34   14.35
   5.95   86.03   10.90   15.03
   6.22   85.58   14.35   15.72
   6.49   82.79   17.51   16.40
   6.77   79.35   20.40   17.08
   7.04   73.63   22.83   17.77
   7.31   66.49   24.57   18.45
   7.58   57.52   25.08   19.13
   7.85   47.66   24.17   19.82
   8.12   37.70   22.00   20.50
   8.39   29.16   19.02   21.18
   8.66   21.18   15.72   21.87
   8.93   15.71   12.41   22.55
   9.20   13.61    9.30   23.23
   9.47   12.09    6.55   23.92
   9.74    9.99    4.44   24.60
  10.01    8.68    2.98   25.28
  10.28    7.14    1.93   25.97
  10.55    5.61    1.59   26.65
  10.82    4.35    2.31   27.33
  11.09    3.11    3.32   28.02
  11.37    1.83    4.15   28.70
  11.64    0.19    4.74   29.38
