# Fit results:
# amplitude = 117.2100
# peak_pos[pc] = 8.3661
# width_left[pc] = 3.3663
# width_right[pc] = 3.2786
# chi_sq = 25.926
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   2.44   -1.71    3.36    6.16
   2.71   -0.21    5.09    6.84
   2.98    3.28    6.74    7.53
   3.25    9.42    8.37    8.21
   3.52   16.38    9.97    8.90
   3.79   24.10   11.45    9.58
   4.07   32.54   12.85   10.27
   4.34   41.00   13.96   10.95
   4.61   49.38   14.65   11.64
   4.88   57.21   14.90   12.32
   5.15   63.80   14.28   13.00
   5.42   69.43   12.96   13.69
   5.69   73.67   11.41   14.37
   5.96   77.22    9.84   15.06
   6.23   80.58    8.97   15.74
   6.51   84.03    8.79   16.43
   6.78   88.64    9.30   17.11
   7.05   94.14   10.37   17.80
   7.32  100.74   11.11   18.48
   7.59  107.23   11.71   19.16
   7.86  112.29   11.54   19.85
   8.13  115.58   11.33   20.53
   8.40  114.68   11.17   21.22
   8.67  112.16   10.53   21.90
   8.94  108.12    9.87   22.59
   9.22  102.65    9.04   23.27
   9.49   96.35    7.86   23.96
   9.76   89.34    6.63   24.64
  10.03   81.32    5.41   25.32
  10.30   73.44    4.16   26.01
  10.57   66.97    3.00   26.69
  10.84   61.23    1.81   27.38
  11.11   56.24    1.73   28.06
  11.38   50.88    2.60   28.75
  11.65   46.29    3.47   29.43
  11.93   40.39    3.96   30.12
  12.20   33.65    4.05   30.80
  12.47   26.51    4.12   31.49
  12.74   19.26    4.24   32.17
  13.01   11.85    4.05   32.85
  13.28    6.17    3.77   33.54
  13.55    2.36    3.26   34.22
  13.82    0.14    3.29   34.91
  14.09   -0.42    3.92   35.59
  14.37    0.03    4.93   36.28
  14.64    0.15    5.76   36.96
