# Fit results:
# amplitude = 108.8914
# peak_pos[pc] = 6.3330
# width_left[pc] = 4.2200
# width_right[pc] = 3.0972
# chi_sq = 16.896
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -7.49    9.39    0.00
   0.27   -0.08    9.24    0.69
   0.55    7.57    8.95    1.38
   0.82   15.58    8.26    2.07
   1.10   23.94    7.31    2.77
   1.37   31.91    6.47    3.46
   1.64   39.21    5.82    4.15
   1.92   45.29    5.45    4.84
   2.19   51.93    5.29    5.53
   2.46   58.65    5.33    6.22
   2.74   64.87    5.63    6.92
   3.01   70.59    5.96    7.61
   3.29   76.10    6.29    8.30
   3.56   81.34    6.63    8.99
   3.83   85.48    6.84    9.68
   4.11   89.46    6.86   10.37
   4.38   93.27    6.70   11.06
   4.66   95.93    6.39   11.76
   4.93   98.38    5.93   12.45
   5.20   99.99    5.48   13.14
   5.48  100.82    5.15   13.83
   5.75  101.23    4.86   14.52
   6.02  100.23    4.78   15.21
   6.30   98.41    4.82   15.91
   6.57   96.15    4.72   16.60
   6.85   93.67    4.77   17.29
   7.12   90.23    4.75   17.98
   7.39   86.38    4.60   18.67
   7.67   81.41    4.58   19.36
   7.94   76.10    4.56   20.05
   8.22   70.46    4.43   20.75
   8.49   63.67    4.23   21.44
   8.76   56.28    3.84   22.13
   9.04   48.92    3.18   22.82
   9.31   41.51    2.43   23.51
   9.58   34.32    1.65   24.20
   9.86   27.39    1.01   24.90
  10.13   20.82    0.65   25.59
  10.41   15.34    0.68   26.28
  10.68   10.62    0.77   26.97
  10.95    6.43    0.73   27.66
  11.23    2.77    0.84   28.35
  11.50   -0.12    1.18   29.04
