# Fit results:
# amplitude = 47.4258
# peak_pos[pc] = 5.9477
# width_left[pc] = 3.8337
# width_right[pc] = 2.8237
# chi_sq = 6.939
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -3.83    2.66    0.00
   0.27   -0.07    2.73    0.69
   0.54    3.90    2.90    1.37
   0.82    7.57    3.23    2.06
   1.09   11.40    3.68    2.75
   1.36   14.74    4.14    3.43
   1.63   18.68    4.57    4.12
   1.90   22.36    4.76    4.81
   2.18   24.80    4.87    5.49
   2.45   26.90    4.75    6.18
   2.72   28.44    4.41    6.87
   2.99   29.90    4.02    7.55
   3.26   30.88    3.48    8.24
   3.53   32.65    3.11    8.93
   3.81   34.66    2.83    9.61
   4.08   36.51    2.69   10.30
   4.35   39.04    2.79   10.99
   4.62   41.15    3.11   11.67
   4.89   42.65    3.47   12.36
   5.17   43.53    3.72   13.05
   5.44   44.35    4.15   13.73
   5.71   45.13    4.26   14.42
   5.98   44.51    4.10   15.10
   6.25   43.81    4.13   15.79
   6.53   42.92    3.87   16.48
   6.80   40.48    3.60   17.16
   7.07   37.88    3.58   17.85
   7.34   34.98    3.56   18.54
   7.61   31.24    3.77   19.22
   7.88   27.50    4.08   19.91
   8.16   23.79    4.37   20.60
   8.43   20.19    4.69   21.28
   8.70   16.98    5.00   21.97
   8.97   14.12    5.27   22.66
   9.24   11.75    5.54   23.34
   9.52    9.58    5.86   24.03
   9.79    7.56    6.17   24.72
  10.06    5.71    6.42   25.40
  10.33    3.83    6.56   26.09
  10.60    1.93    6.58   26.78
  10.88   -0.03    6.46   27.46
