# Fit results:
# amplitude = 181.2997
# peak_pos[pc] = 8.9737
# width_left[pc] = 4.3722
# width_right[pc] = 2.7036
# chi_sq = 7.592
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.48    2.72    0.00
   0.27    0.06    2.29    0.69
   0.54    2.42    2.54    1.37
   0.82    4.71    3.49    2.06
   1.09    7.13    5.19    2.75
   1.36    8.84    7.25    3.44
   1.63   10.76    9.06    4.12
   1.90   12.79   10.39    4.81
   2.18   15.56   10.90    5.50
   2.45   19.89   10.90    6.18
   2.72   25.13   10.70    6.87
   2.99   30.97   10.63    7.56
   3.26   37.16   10.43    8.24
   3.54   44.17   10.18    8.93
   3.81   52.24   10.08    9.62
   4.08   61.26   10.42   10.31
   4.35   70.88   11.44   10.99
   4.63   80.94   12.94   11.68
   4.90   89.93   14.04   12.37
   5.17   98.40   14.50   13.05
   5.44  106.06   13.94   13.74
   5.71  113.15   12.69   14.43
   5.99  119.87   10.85   15.12
   6.26  125.80    8.78   15.80
   6.53  134.63    6.98   16.49
   6.80  143.31    5.85   17.18
   7.07  151.08    5.06   17.86
   7.35  158.48    4.40   18.55
   7.62  164.60    3.71   19.24
   7.89  169.03    2.97   19.92
   8.16  172.61    2.14   20.61
   8.43  174.01    1.78   21.30
   8.71  172.56    1.76   21.99
   8.98  169.99    1.93   22.67
   9.25  166.04    2.07   23.36
   9.52  159.93    1.86   24.05
   9.79  151.74    1.47   24.73
  10.07  141.70    2.10   25.42
  10.34  131.24    3.29   26.11
  10.61  119.19    4.40   26.79
  10.88  104.57    5.22   27.48
  11.15   89.78    5.76   28.17
  11.43   76.73    6.07   28.86
  11.70   63.27    6.16   29.54
  11.97   51.70    6.06   30.23
  12.24   41.56    5.77   30.92
  12.52   32.45    5.42   31.60
  12.79   23.70    5.18   32.29
  13.06   16.12    4.98   32.98
  13.33   10.44    4.76   33.67
  13.60    6.21    4.55   34.35
  13.88    2.70    4.33   35.04
  14.15   -0.32    4.09   35.73
