# Fit results:
# amplitude = 62.0349
# peak_pos[pc] = 5.9227
# width_left[pc] = 3.8757
# width_right[pc] = 3.0837
# chi_sq = 13.923
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -4.24    3.16    0.00
   0.27    0.02    3.51    0.69
   0.54    4.22    3.76    1.37
   0.81    8.71    3.79    2.06
   1.09   13.00    3.61    2.74
   1.36   17.54    3.38    3.43
   1.63   21.64    3.15    4.11
   1.90   26.08    3.00    4.80
   2.17   30.62    2.99    5.49
   2.44   34.59    3.16    6.17
   2.72   38.09    3.57    6.86
   2.99   41.12    4.09    7.54
   3.26   43.39    4.67    8.23
   3.53   45.36    5.30    8.91
   3.80   47.11    5.80    9.60
   4.07   48.63    6.22   10.28
   4.34   50.12    6.53   10.97
   4.62   51.59    6.63   11.66
   4.89   53.05    6.67   12.34
   5.16   54.11    6.73   13.03
   5.43   55.02    6.62   13.71
   5.70   55.88    6.48   14.40
   5.97   56.02    6.38   15.08
   6.24   55.96    6.05   15.77
   6.52   55.79    5.95   16.46
   6.79   53.96    5.98   17.14
   7.06   51.82    5.63   17.83
   7.33   49.40    5.70   18.51
   7.60   45.32    5.90   19.20
   7.87   41.15    5.75   19.88
   8.15   36.85    5.77   20.57
   8.42   32.21    5.78   21.26
   8.69   27.69    5.57   21.94
   8.96   23.28    5.32   22.63
   9.23   19.04    5.00   23.31
   9.50   15.18    4.56   24.00
   9.77   11.55    4.16   24.68
  10.05    8.20    3.72   25.37
  10.32    5.85    3.24   26.05
  10.59    3.47    3.00   26.74
  10.86    1.22    2.82   27.43
  11.13   -0.08    2.63   28.11
