# Fit results:
# amplitude = 114.5380
# peak_pos[pc] = 7.1532
# width_left[pc] = 3.5887
# width_right[pc] = 2.8032
# chi_sq = 7.070
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.13    2.09    0.00
   0.27    0.06    2.35    0.69
   0.54    2.07    2.68    1.37
   0.81    4.17    2.83    2.06
   1.09    6.63    2.86    2.74
   1.36    9.37    2.77    3.43
   1.63   12.46    2.40    4.11
   1.90   16.22    2.04    4.80
   2.17   20.61    1.96    5.48
   2.44   25.46    2.12    6.17
   2.71   31.24    2.64    6.85
   2.99   36.85    3.36    7.54
   3.26   42.05    4.11    8.23
   3.53   48.75    4.86    8.91
   3.80   55.81    5.49    9.60
   4.07   61.72    5.80   10.28
   4.34   68.12    5.97   10.97
   4.61   74.38    5.90   11.65
   4.89   79.87    5.87   12.34
   5.16   85.16    5.99   13.02
   5.43   90.34    6.00   13.71
   5.70   95.75    6.44   14.39
   5.97   99.19    7.34   15.08
   6.24  102.11    8.22   15.77
   6.51  103.95    9.23   16.45
   6.79  107.02   10.74   17.14
   7.06  106.99   12.57   17.82
   7.33  107.04   14.10   18.51
   7.60  107.06   15.76   19.19
   7.87  101.51   17.51   19.88
   8.14   95.20   18.61   20.56
   8.41   88.40   19.57   21.25
   8.69   80.42   20.43   21.93
   8.96   72.23   20.72   22.62
   9.23   63.98   20.92   23.30
   9.50   55.26   21.06   23.99
   9.77   46.65   20.66   24.68
  10.04   38.30   20.25   25.36
  10.31   30.24   19.71   26.05
  10.59   22.75   18.69   26.73
  10.86   15.94   17.68   27.42
  11.13    9.75   16.53   28.10
  11.40    4.34   15.14   28.79
  11.67   -0.21   13.97   29.47
