# Fit results:
# amplitude = 210.6092
# peak_pos[pc] = 9.0712
# width_left[pc] = 5.1371
# width_right[pc] = 3.0403
# chi_sq = 95.882
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.84    0.63    0.00
   0.27   -0.24    1.69    0.68
   0.54    3.08    3.29    1.36
   0.81    7.23    5.18    2.05
   1.08   11.96    6.75    2.73
   1.35   17.00    8.45    3.41
   1.62   23.42    9.51    4.09
   1.89   30.02   10.28    4.77
   2.16   36.99   10.62    5.46
   2.43   44.16   10.69    6.14
   2.70   51.64   10.81    6.82
   2.97   59.82   11.39    7.50
   3.24   68.39   12.89    8.19
   3.51   78.70   14.80    8.87
   3.78   89.62   16.47    9.55
   4.05  101.99   16.82   10.23
   4.32  114.89   16.05   10.91
   4.59  128.50   14.16   11.60
   4.86  139.90   11.79   12.28
   5.13  150.07    9.29   12.96
   5.40  156.87    7.25   13.64
   5.67  162.38    5.54   14.32
   5.94  166.71    4.43   15.01
   6.21  169.94    3.32   15.69
   6.48  172.91    2.45   16.37
   6.75  174.99    1.63   17.05
   7.02  177.24    1.23   17.73
   7.29  179.71    1.31   18.42
   7.56  183.00    1.86   19.10
   7.83  187.27    2.50   19.78
   8.10  191.87    3.25   20.46
   8.37  196.66    3.88   21.14
   8.64  201.17    4.58   21.83
   8.91  204.45    5.39   22.51
   9.18  206.23    6.07   23.19
   9.45  204.65    6.51   23.87
   9.72  200.14    6.87   24.56
   9.99  190.33    7.37   25.24
  10.26  176.59    8.44   25.92
  10.53  160.12    9.97   26.60
  10.80  142.98   11.86   27.28
  11.07  125.42   13.60   27.97
  11.34  109.76   15.14   28.65
  11.61   95.05   16.00   29.33
  11.88   82.94   15.91   30.01
  12.15   72.12   14.53   30.69
  12.42   62.83   12.14   31.38
  12.70   53.90    9.39   32.06
  12.97   45.67    7.01   32.74
  13.24   35.73    5.29   33.42
  13.51   27.27    4.18   34.10
  13.78   19.65    3.32   34.79
  14.05   12.67    2.63   35.47
  14.32    5.69    1.79   36.15
  14.59   -0.51    1.04   36.83
