# Fit results:
# amplitude = 88.6891
# peak_pos[pc] = 4.7967
# width_left[pc] = 1.2931
# width_right[pc] = 1.5783
# chi_sq = 7.196
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   1.66   -2.64    6.18    4.20
   1.94   -0.87    4.07    4.90
   2.22    5.16    2.10    5.60
   2.50   11.79    2.48    6.30
   2.77   19.17    4.51    7.00
   3.05   28.44    6.67    7.70
   3.33   38.76    8.61    8.40
   3.60   48.92    9.83    9.10
   3.88   58.93   10.08    9.80
   4.16   66.72    9.39   10.50
   4.44   71.95    7.83   11.20
   4.71   72.90    5.64   11.90
   4.99   71.55    3.35   12.60
   5.27   65.98    1.28   13.30
   5.55   58.72    0.52   14.01
   5.82   50.89    1.42   14.71
   6.10   42.49    2.07   15.41
   6.38   33.69    2.47   16.11
   6.66   24.86    2.59   16.81
   6.93   16.00    2.41   17.51
   7.21    7.75    1.91   18.21
   7.49   -0.14    1.29   18.91
