# Fit results:
# amplitude = 115.5542
# peak_pos[pc] = 5.3206
# width_left[pc] = 3.0514
# width_right[pc] = 4.5538
# chi_sq = 19.211
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -6.03    2.78    0.00
   0.27   -0.12    2.88    0.68
   0.54    6.14    2.63    1.37
   0.81   12.84    2.27    2.05
   1.08   19.57    1.93    2.73
   1.35   26.47    1.56    3.42
   1.62   33.28    1.26    4.10
   1.89   40.59    0.96    4.78
   2.16   49.10    0.87    5.47
   2.43   56.18    1.58    6.15
   2.71   62.98    2.63    6.83
   2.98   70.21    3.66    7.52
   3.25   76.73    4.74    8.20
   3.52   81.98    5.59    8.88
   3.79   87.19    5.95    9.56
   4.06   92.46    5.98   10.25
   4.33   97.50    5.93   10.93
   4.60  102.26    5.80   11.61
   4.87  105.69    5.55   12.30
   5.14  108.72    5.20   12.98
   5.41  110.53    4.80   13.66
   5.68  111.61    4.29   14.35
   5.95  110.50    3.80   15.03
   6.22  107.84    3.67   15.71
   6.49  104.55    4.03   16.40
   6.76  100.71    4.89   17.08
   7.03   97.16    5.93   17.76
   7.30   93.44    6.99   18.45
   7.58   89.26    8.10   19.13
   7.85   84.55    9.23   19.81
   8.12   79.07   10.43   20.50
   8.39   73.41   11.47   21.18
   8.66   67.24   12.34   21.86
   8.93   61.06   13.06   22.55
   9.20   55.73   13.47   23.23
   9.47   50.49   13.36   23.91
   9.74   45.29   12.81   24.60
  10.01   39.80   12.11   25.28
  10.28   34.08   11.17   25.96
  10.55   28.06   10.04   26.64
  10.82   21.65    8.85   27.33
  11.09   14.89    7.59   28.01
  11.36    7.22    6.43   28.69
  11.63   -0.08    5.53   29.38
