# Fit results:
# amplitude = 155.3859
# peak_pos[pc] = 6.6311
# width_left[pc] = 2.1090
# width_right[pc] = 2.0933
# chi_sq = 8.762
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.82   -0.30    3.16    2.06
   1.09   -1.04    2.92    2.74
   1.36   -1.55    2.37    3.43
   1.63   -0.95    1.69    4.12
   1.90    0.42    1.04    4.80
   2.17    3.22    0.76    5.49
   2.45    6.32    1.66    6.18
   2.72    9.24    3.43    6.86
   2.99   14.61    6.00    7.55
   3.26   21.49    9.00    8.23
   3.53   30.91   12.10    8.92
   3.80   41.75   14.86    9.61
   4.08   54.07   16.87   10.29
   4.35   67.26   17.88   10.98
   4.62   80.59   17.82   11.66
   4.89   93.69   16.72   12.35
   5.16  106.13   14.72   13.04
   5.43  117.64   11.99   13.72
   5.71  127.49    8.76   14.41
   5.98  133.02    5.57   15.10
   6.25  136.52    3.42   15.78
   6.52  138.17    4.87   16.47
   6.79  136.90    7.59   17.15
   7.06  131.11    9.81   17.84
   7.34  122.93   11.56   18.53
   7.61  113.66   13.08   19.21
   7.88  102.31   14.52   19.90
   8.15   89.40   15.40   20.59
   8.42   75.48   15.57   21.27
   8.70   61.13   14.92   21.96
   8.97   46.95   13.39   22.64
   9.24   34.31   11.25   23.33
   9.51   23.84    8.81   24.02
   9.78   15.81    6.37   24.70
  10.05    9.91    4.20   25.39
  10.33    4.01    2.83   26.07
  10.60   -0.33    2.86   26.76
