# Fit results:
# amplitude = 65.7668
# peak_pos[pc] = 6.5126
# width_left[pc] = 3.5635
# width_right[pc] = 3.6677
# chi_sq = 3.648
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -0.94   12.56    0.00
   0.27   -0.07   11.91    0.69
   0.55    1.01   11.09    1.38
   0.82    2.40   10.11    2.08
   1.10    4.40    8.97    2.77
   1.37    7.18    7.71    3.46
   1.64   10.72    6.68    4.15
   1.92   14.61    5.89    4.85
   2.19   18.81    5.21    5.54
   2.47   23.23    4.74    6.23
   2.74   27.66    4.39    6.92
   3.02   31.97    4.07    7.61
   3.29   35.78    3.66    8.31
   3.56   39.48    3.19    9.00
   3.84   43.23    2.79    9.69
   4.11   47.01    2.37   10.38
   4.39   49.94    1.89   11.07
   4.66   52.98    1.71   11.77
   4.93   55.86    1.40   12.46
   5.21   58.42    1.39   13.15
   5.48   60.36    1.72   13.84
   5.76   60.91    2.10   14.54
   6.03   61.05    2.91   15.23
   6.30   61.18    3.49   15.92
   6.58   61.52    4.07   16.61
   6.85   60.75    4.75   17.30
   7.13   59.35    4.84   18.00
   7.40   57.70    4.79   18.69
   7.67   55.36    4.69   19.38
   7.95   53.31    4.12   20.07
   8.22   50.07    3.46   20.77
   8.50   45.34    2.93   21.46
   8.77   41.62    2.79   22.15
   9.05   37.75    3.16   22.84
   9.32   33.79    3.85   23.53
   9.59   29.62    4.64   24.23
   9.87   25.03    5.41   24.92
  10.14   20.24    6.17   25.61
  10.42   15.89    6.93   26.30
  10.69   10.95    7.54   27.00
  10.96    6.87    8.14   27.69
  11.24    3.38    8.79   28.38
  11.51   -0.08    9.17   29.07
