# Fit results:
# amplitude = 151.5094
# peak_pos[pc] = 8.5685
# width_left[pc] = 4.7736
# width_right[pc] = 2.8844
# chi_sq = 16.427
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.42    4.71    0.00
   0.27   -0.27    4.81    0.69
   0.54    1.69    5.01    1.37
   0.81    4.32    5.22    2.06
   1.09    7.84    5.31    2.74
   1.36   12.17    5.33    3.43
   1.63   17.03    5.54    4.12
   1.90   22.00    5.95    4.80
   2.17   27.01    6.50    5.49
   2.44   31.96    6.90    6.17
   2.72   37.24    6.95    6.86
   2.99   43.51    6.78    7.55
   3.26   50.03    6.67    8.23
   3.53   57.03    6.60    8.92
   3.80   64.23    6.38    9.60
   4.07   70.54    5.66   10.29
   4.35   76.98    4.21   10.97
   4.62   84.34    2.09   11.66
   4.89   90.07    0.93   12.35
   5.16   97.02    2.85   13.03
   5.43  103.88    4.49   13.72
   5.70  110.17    5.51   14.40
   5.98  115.30    6.04   15.09
   6.25  119.41    6.36   15.78
   6.52  124.27    6.88   16.46
   6.79  128.22    7.90   17.15
   7.06  130.96    9.49   17.83
   7.33  134.29   11.40   18.52
   7.61  138.22   13.03   19.21
   7.88  140.15   13.79   19.89
   8.15  141.09   13.64   20.58
   8.42  141.35   12.72   21.26
   8.69  139.44   11.09   21.95
   8.96  135.82    9.14   22.64
   9.24  131.14    7.16   23.32
   9.51  124.93    5.46   24.01
   9.78  117.71    4.15   24.69
  10.05  108.48    3.21   25.38
  10.32   98.49    2.53   26.06
  10.59   88.01    2.12   26.75
  10.86   76.95    2.03   27.44
  11.14   65.81    2.36   28.12
  11.41   56.03    3.02   28.81
  11.68   46.52    3.65   29.49
  11.95   36.24    4.12   30.18
  12.22   26.46    4.38   30.87
  12.49   17.89    4.50   31.55
  12.77   10.96    4.62   32.24
  13.04    5.16    4.86   32.92
  13.31   -0.31    5.14   33.61
