# Fit results:
# amplitude = 136.7959
# peak_pos[pc] = 7.0612
# width_left[pc] = 2.6960
# width_right[pc] = 1.5734
# chi_sq = 15.614
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   1.37   -1.54    4.28    3.45
   1.64   -0.63    6.34    4.14
   1.91    2.57    8.08    4.83
   2.18    7.33    9.29    5.52
   2.46   12.94    9.99    6.21
   2.73   18.85   10.36    6.90
   3.00   25.59   10.53    7.59
   3.28   32.15   10.73    8.28
   3.55   39.31   11.35    8.97
   3.82   46.61   12.47    9.65
   4.10   54.16   14.08   10.34
   4.37   63.15   16.11   11.03
   4.64   72.94   18.15   11.72
   4.92   83.51   19.92   12.41
   5.19   94.35   20.80   13.10
   5.46  104.25   21.08   13.79
   5.73  112.66   20.47   14.48
   6.01  119.46   18.94   15.17
   6.28  123.66   16.31   15.86
   6.55  125.86   13.07   16.55
   6.83  121.72    9.62   17.24
   7.10  113.54    6.56   17.93
   7.37  103.74    5.04   18.62
   7.65   93.66    5.87   19.31
   7.92   82.08    7.43   20.00
   8.19   68.53    8.62   20.69
   8.47   53.29    9.12   21.38
   8.74   38.34    8.96   22.07
   9.01   24.01    8.28   22.76
   9.29   10.79    7.20   23.45
   9.56   -0.35    5.82   24.14
