# Fit results:
# amplitude = 138.6975
# peak_pos[pc] = 6.8039
# width_left[pc] = 2.5722
# width_right[pc] = 2.2325
# chi_sq = 14.983
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   1.89   -2.28    7.80    4.78
   2.16    1.03    9.34    5.47
   2.44    4.73   10.71    6.15
   2.71   10.79   11.83    6.83
   2.98   17.54   12.68    7.52
   3.25   26.69   13.26    8.20
   3.52   36.38   13.43    8.88
   3.79   46.69   13.16    9.57
   4.06   57.58   12.36   10.25
   4.33   68.41   11.01   10.93
   4.60   79.36    9.23   11.62
   4.87   89.87    7.12   12.30
   5.14   97.05    4.96   12.98
   5.41  104.47    3.18   13.67
   5.68  111.95    3.54   14.35
   5.95  119.60    5.90   15.03
   6.22  123.03    8.88   15.72
   6.49  125.25   12.03   16.40
   6.77  125.65   15.38   17.08
   7.04  124.67   18.92   17.77
   7.31  120.64   22.62   18.45
   7.58  114.80   26.37   19.13
   7.85  105.12   29.62   19.82
   8.12   93.71   31.83   20.50
   8.39   79.45   32.51   21.18
   8.66   66.00   31.87   21.87
   8.93   53.82   30.22   22.55
   9.20   42.83   28.07   23.23
   9.47   32.99   25.72   23.92
   9.74   24.45   23.41   24.60
  10.01   16.57   21.14   25.28
  10.28   10.85   18.86   25.97
  10.55    6.10   16.91   26.65
  10.82    4.15   15.41   27.33
  11.09    2.38   14.35   28.02
  11.37    1.13   13.68   28.70
  11.64   -0.18   13.18   29.38
