# x_peak  y_peak  x_left  y_left  x_right  y_right
88.05259893520252  202.22789693376842  89.62707661958251  206.34634409659446  83.52715222573445  190.06603605057032
84.43106760270015  206.97158535353253  85.85638209485583  210.4807143054166  80.06659761128151  195.98014824071464
80.05554287043321  215.63590782431578  81.58742517748385  219.14575149887526  75.41691995557446  207.78029748075573
75.62393691202968  228.77213504369053  77.56984914187592  231.23189775772613  70.95032482794605  221.6122215436888
71.30706854538201  232.08096601333244  73.76260467350377  234.88763215024898  66.81796522988958  226.36044885219576
66.74077601133257  235.5822681424138  69.8894546504944  237.42485431361735  62.404084309031475  231.72555978913914
62.13589714173128  239.85988741333125  66.3550076569224  244.19867811116734  57.819433600696584  235.077895074722
59.38330795247853  261.2311153430224  65.47302801339305  268.5080522097332  55.00093058307996  259.1652032785316
56.164951301755764  269.0614102434699  62.823862716792235  272.25319357239374  51.525971367810456  266.3755032983808
54.35677579257924  279.61917861913713  62.024175376203516  281.7992164154697  49.23248056721951  276.01206421624096
54.807061158079875  293.71356706691444  62.16536706751015  290.10853019633066  50.33820898920021  295.65042352048147
58.773465989995486  312.32870834036123  66.22136824774822  307.0695682714348  54.3505685560292  316.0081907929134
61.560043471141654  318.1279098227353  68.73565513065293  312.0694598275541  56.7345177647542  321.95303786686907
