   2.52576923       33.8630791    
   2.56815553       34.2109184    
   2.61054182       34.5587921    
   2.65292835       34.9067192    
   2.69531465       35.2547302    
   2.73770094       35.6028595    
   2.78008723       35.9511299    
   2.82247353       36.2995720    
   2.86486006       36.6482162    
   2.90724635       36.9970894    
   2.94963264       37.3462181    
   2.99201894       37.6956329    
   3.03440523       38.0453682    
   3.07679176       38.3954468    
   3.11917782       38.7458954    
   3.16156435       39.0967445    
   3.20395064       39.4480286    
   3.24633694       39.7997627    
   3.28872347       40.1519928    
   3.33110952       40.5047264    
   3.37349606       40.8580170    
   3.41588235       41.2118797    
   3.45826864       41.5663338    
   3.50065494       41.9214287    
   3.54304123       42.2771797    
   3.58542776       42.6336136    
   3.62781405       42.9907722    
   3.67020035       43.3486671    
   3.71258664       43.7073441    
   3.75497293       44.0668182    
   3.79735947       44.4271278    
   3.83974576       44.7882881    
   3.88213205       45.1503448    
   3.92451835       45.5133171    
   3.96690464       45.8772278    
   4.00929117       46.2421227    
   4.05167770       46.6080208    
   4.09406376       46.9749413    
   4.13644981       47.3429260    
   4.17883635       47.7120018    
   4.22122288       48.0821991    
   4.26360893       48.4535370    
   4.30599546       48.8260498    
   4.34838200       49.1997681    
   4.39076805       49.5747147    
   4.43315458       49.9509239    
   4.47554064       50.3284225    
   4.51792717       50.7072411    
   4.56031322       51.0874023    
   4.60269976       51.4689445    
   4.64508629       51.8518906    
   4.68747234       52.2362671    
   4.72985888       52.6221046    
   4.77224541       53.0094337    
   4.81463146       53.3982811    
   4.85701752       53.7886696    
   4.89940405       54.1806412    
   4.94179058       54.5742188    
   4.98417664       54.9694214    
   5.02656317       55.3662949    
   5.06894970       55.7648582    
   5.11133575       56.1651344    
   5.15372229       56.5671654    
   5.19610882       56.9709702    
   5.23849487       57.3765793    
   5.28088093       57.7840233    
   5.32326746       58.1933327    
   5.36565399       58.6045189    
   5.40804005       59.0174713    
   5.45042658       59.4319992    
   5.49281311       59.8478813    
   5.53519917       60.2649117    
   5.57758570       60.6828995    
   5.61997223       61.1016235    
   5.66235828       61.5208778    
   5.70474434       61.9404640    
   5.74713087       62.3601761    
   5.78951740       62.7798080    
   5.83190346       63.1991501    
   5.87428999       63.6179962    
   5.91667652       64.0361481    
   5.95906258       64.4533768    
