5.78  2.86
15.60  3.23
25.43  3.82
35.26  3.83
45.66  3.38
55.49  2.48
65.31  2.04
75.72  2.11
85.54  2.56
95.37  2.56
105.20  2.48
115.60  2.49
125.43  2.48
135.26  2.63
145.08  2.86
155.49  2.93
164.73  3.23
175.14  3.38
184.97  3.60
194.79  3.75
204.62  3.97
215.02  4.04
224.85  4.27
234.68  4.49
244.50  4.64
254.91  4.79
264.73  4.86
274.56  4.94
284.39  5.16
294.79  5.31
304.62  5.31
315.02  5.53
324.85  5.54
334.68  5.76
343.93  5.83
354.91  5.91
364.73  5.98
374.56  6.13
384.39  6.13

