# Fit results:
# amplitude = 134.7196
# peak_pos[pc] = 8.3823
# width_left[pc] = 3.5477
# width_right[pc] = 3.4922
# chi_sq = 49.611
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -7.21    2.80    0.00
   0.27    1.23    3.20    0.68
   0.54    5.98    5.20    1.36
   0.81    9.54    7.36    2.04
   1.08   14.10    7.93    2.72
   1.35   18.14    6.97    3.41
   1.62   21.57    4.98    4.09
   1.89   22.03    3.79    4.77
   2.16   20.41    5.49    5.45
   2.43   20.60    7.71    6.13
   2.70   21.68    8.17    6.81
   2.97   20.55    6.71    7.49
   3.24   20.19    3.95    8.17
   3.51   22.46    2.41    8.85
   3.78   23.13    3.20    9.53
   4.05   28.21    5.11   10.22
   4.32   34.49    6.76   10.90
   4.58   41.92    7.42   11.58
   4.85   50.21    7.47   12.26
   5.12   59.36    7.68   12.94
   5.39   69.56    7.99   13.62
   5.66   80.05    8.05   14.30
   5.93   89.40    9.12   14.98
   6.20   99.20   11.66   15.66
   6.47  108.17   14.46   16.35
   6.74  116.96   16.42   17.03
   7.01  123.32   17.72   17.71
   7.28  128.64   17.26   18.39
   7.55  133.94   13.04   19.07
   7.82  135.98    8.54   19.75
   8.09  133.73    6.61   20.43
   8.36  133.13    4.43   21.11
   8.63  124.50    3.04   21.79
   8.90  115.36    7.75   22.47
   9.17  112.18   11.55   23.16
   9.44  108.79   14.30   23.84
   9.71  106.26   16.32   24.52
   9.98  102.62   17.14   25.20
  10.25   97.81   16.85   25.88
  10.52   91.74   16.11   26.56
  10.79   85.71   14.29   27.24
  11.06   77.77   12.23   27.92
  11.33   66.85   10.44   28.60
  11.60   54.95   10.58   29.29
  11.87   44.12   12.73   29.97
  12.14   36.82   16.60   30.65
  12.41   30.21   21.73   31.33
  12.68   26.50   26.85   32.01
  12.95   23.16   28.40   32.69
  13.22   20.26   25.11   33.37
  13.48   17.12   20.07   34.05
  13.75   13.45   16.27   34.73
  14.02    8.96   13.06   35.41
  14.29    4.71    9.45   36.10
  14.56    1.96    6.92   36.78
  14.83    0.22    6.27   37.46
