# Fit results:
# amplitude = 69.4252
# peak_pos[pc] = 16.5064
# width_left[pc] = 8.7514
# width_right[pc] = 2.4214
# chi_sq = 17.266
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -0.69    2.34    0.00
   0.27   -0.08    2.33    0.68
   0.54    0.77    1.98    1.36
   0.81    1.87    1.58    2.05
   1.08    3.37    1.29    2.73
   1.35    4.43    1.32    3.41
   1.62    4.96    1.45    4.09
   1.89    5.28    1.80    4.77
   2.16    5.88    2.13    5.46
   2.43    6.81    2.24    6.14
   2.70    6.91    2.56    6.82
   2.97    6.72    2.94    7.50
   3.24    7.66    3.32    8.18
   3.51    8.99    3.50    8.87
   3.78    9.22    3.53    9.55
   4.05   10.55    3.29   10.23
   4.32   11.13    2.78   10.91
   4.59   12.03    2.41   11.59
   4.86   13.75    2.45   12.28
   5.13   14.74    2.56   12.96
   5.40   16.26    2.71   13.64
   5.67   18.35    2.96   14.32
   5.94   20.49    3.21   15.00
   6.21   23.71    3.34   15.68
   6.48   25.80    3.44   16.37
   6.75   28.34    3.83   17.05
   7.02   29.43    4.62   17.73
   7.29   31.17    5.15   18.41
   7.56   29.87    5.33   19.09
   7.83   30.40    5.07   19.78
   8.10   29.08    4.82   20.46
   8.37   29.45    4.43   21.14
   8.64   30.29    4.04   21.82
   8.91   30.57    3.80   22.50
   9.18   31.10    3.64   23.19
   9.45   30.35    3.67   23.87
   9.72   31.16    4.26   24.55
   9.99   32.13    5.07   25.23
  10.26   33.72    5.68   25.91
  10.53   36.91    6.15   26.60
  10.80   38.81    6.29   27.28
  11.07   40.77    6.24   27.96
  11.34   42.50    6.16   28.64
  11.61   45.52    6.25   29.32
  11.88   47.62    6.56   30.01
  12.15   49.55    7.80   30.69
  12.42   51.44    9.05   31.37
  12.69   53.17   10.12   32.05
  12.96   55.77   10.95   32.73
  13.23   61.14   12.18   33.42
  13.50   64.69   12.83   34.10
  13.77   69.80   12.11   34.78
  14.04   74.04   10.36   35.46
  14.31   80.10    8.66   36.14
  14.58   81.69    7.73   36.83
  14.85   79.99   10.09   37.51
  15.12   82.43   14.67   38.19
  15.39   82.01   18.95   38.87
  15.66   80.42   22.50   39.55
  15.93   73.85   25.20   40.24
  16.20   73.96   26.98   40.92
  16.47   69.83   26.53   41.60
  16.74   68.40   24.51   42.28
  17.01   59.42   21.63   42.96
  17.28   49.46   19.17   43.64
  17.55   42.84   16.89   44.33
  17.82   36.78   14.66   45.01
  18.09   33.08   13.02   45.69
  18.36   30.38   11.98   46.37
  18.63   27.43   11.52   47.05
  18.90   24.17   11.06   47.74
  19.17   20.25   10.42   48.42
  19.44   16.05    9.49   49.10
  19.71   14.56    8.26   49.78
  19.98   12.05    6.78   50.46
  20.25    9.59    5.43   51.15
  20.52    7.62    4.25   51.83
  20.79    5.10    3.49   52.51
  21.06    4.47    2.88   53.19
  21.33    3.80    2.51   53.87
  21.60    3.01    2.24   54.56
  21.87    2.16    2.10   55.24
  22.14    1.26    1.99   55.92
  22.41   -0.02    1.81   56.60
