# Fit results:
# amplitude = 73.4918
# peak_pos[pc] = 12.3304
# width_left[pc] = 6.8301
# width_right[pc] = 5.1104
# chi_sq = 13.733
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.33    4.93    0.00
   0.27   -0.07    4.98    0.68
   0.54    1.40    5.29    1.35
   0.80    2.94    5.58    2.03
   1.07    4.48    5.77    2.70
   1.34    6.08    5.73    3.38
   1.61    8.13    5.61    4.05
   1.87   10.13    5.45    4.73
   2.14   12.02    5.22    5.40
   2.41   13.61    5.14    6.08
   2.68   14.95    5.07    6.76
   2.94   16.07    5.06    7.43
   3.21   17.02    5.08    8.11
   3.48   18.33    5.21    8.78
   3.75   20.09    5.50    9.46
   4.01   22.07    5.71   10.13
   4.28   23.67    5.74   10.81
   4.55   25.06    5.53   11.48
   4.82   26.97    5.23   12.16
   5.08   28.70    4.73   12.83
   5.35   30.13    4.22   13.51
   5.62   32.02    3.87   14.19
   5.89   33.60    3.78   14.86
   6.15   35.27    3.81   15.54
   6.42   36.69    3.85   16.21
   6.69   37.75    4.20   16.89
   6.96   38.63    4.82   17.56
   7.22   39.30    5.43   18.24
   7.49   40.34    5.98   18.91
   7.76   41.54    6.54   19.59
   8.03   43.29    7.13   20.27
   8.29   45.70    7.72   20.94
   8.56   48.91    8.26   21.62
   8.83   52.44    8.52   22.29
   9.10   56.27    8.56   22.97
   9.36   61.80    8.59   23.64
   9.63   66.58    9.23   24.32
   9.90   69.01   10.39   24.99
  10.17   71.47   11.86   25.67
  10.43   80.61   14.04   26.35
  10.70   87.07   16.79   27.02
  10.97   93.11   20.06   27.70
  11.24   94.59   23.45   28.37
  11.50   91.62   26.85   29.05
  11.77   87.61   29.74   29.72
  12.04   82.42   32.20   30.40
  12.31   77.67   33.96   31.07
  12.57   74.09   34.67   31.75
  12.84   71.38   34.12   32.42
  13.11   68.53   32.62   33.10
  13.38   65.89   29.58   33.78
  13.64   63.68   25.45   34.45
  13.91   62.09   21.29   35.13
  14.18   61.12   17.21   35.80
  14.45   56.95   13.39   36.48
  14.71   52.93   10.32   37.15
  14.98   49.72    8.17   37.83
  15.25   48.50    6.98   38.50
  15.52   45.88    6.43   39.18
  15.78   41.09    6.00   39.86
  16.05   37.22    5.46   40.53
  16.32   34.58    4.75   41.21
  16.59   31.79    4.10   41.88
  16.85   28.77    3.64   42.56
  17.12   26.57    3.50   43.23
  17.39   24.66    3.40   43.91
  17.66   21.75    3.22   44.58
  17.92   19.35    2.97   45.26
  18.19   16.00    2.93   45.94
  18.46   14.81    2.89   46.61
  18.73   13.49    2.90   47.29
  18.99   12.50    2.97   47.96
  19.26   11.97    3.07   48.64
  19.53   11.69    3.09   49.31
  19.80   11.66    3.03   49.99
  20.06   10.96    3.15   50.66
  20.33    9.87    3.49   51.34
  20.60    8.27    3.84   52.01
  20.87    6.87    4.04   52.69
  21.13    5.62    3.94   53.37
  21.40    4.03    3.73   54.04
  21.67    3.13    3.41   54.72
  21.94    3.01    2.96   55.39
  22.20    2.73    2.67   56.07
  22.47    1.46    2.65   56.74
  22.74    0.78    2.71   57.42
  23.01   -0.14    2.70   58.09
