# Fit results:
# amplitude = 48.0904
# peak_pos[pc] = 10.7086
# width_left[pc] = 6.5701
# width_right[pc] = 4.8092
# chi_sq = 3.798
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.49    3.38    0.00
   0.27    0.29    3.63    0.69
   0.54    2.20    3.65    1.37
   0.81    4.99    3.70    2.06
   1.09    6.07    3.48    2.74
   1.36    6.61    3.53    3.43
   1.63    6.77    4.08    4.11
   1.90    7.58    4.77    4.80
   2.17    8.59    5.18    5.48
   2.44    9.49    5.46    6.17
   2.71   10.48    5.78    6.85
   2.99   11.54    5.94    7.54
   3.26   12.56    5.86    8.23
   3.53   14.42    5.52    8.91
   3.80   16.91    4.80    9.60
   4.07   20.05    3.72   10.28
   4.34   22.53    2.68   10.97
   4.61   24.70    2.09   11.65
   4.89   25.29    2.04   12.34
   5.16   25.54    2.40   13.02
   5.43   25.80    3.26   13.71
   5.70   26.59    4.88   14.39
   5.97   27.78    6.91   15.08
   6.24   29.74    8.89   15.77
   6.51   32.54   10.12   16.45
   6.79   35.03   10.36   17.14
   7.06   36.73   10.36   17.82
   7.33   37.10   10.09   18.51
   7.60   36.92    9.36   19.19
   7.87   38.70    8.60   19.88
   8.14   40.21    7.80   20.56
   8.41   41.41    6.99   21.25
   8.69   42.87    6.37   21.93
   8.96   43.25    5.72   22.62
   9.23   44.72    4.92   23.31
   9.50   46.41    4.33   23.99
   9.77   48.89    4.67   24.68
  10.04   49.55    5.28   25.36
  10.31   49.29    5.38   26.05
  10.59   47.88    5.48   26.73
  10.86   45.93    5.61   27.42
  11.13   44.29    5.70   28.10
  11.40   42.56    5.84   28.79
  11.67   40.80    6.28   29.47
  11.94   40.73    6.97   30.16
  12.21   40.67    7.64   30.85
  12.49   40.28    7.55   31.53
  12.76   39.68    7.01   32.22
  13.03   38.46    6.44   32.90
  13.30   36.87    6.17   33.59
  13.57   34.32    6.07   34.27
  13.84   32.03    6.31   34.96
  14.12   29.80    6.75   35.64
  14.39   27.19    7.14   36.33
  14.66   24.71    7.39   37.02
  14.93   22.20    7.50   37.70
  15.20   19.27    7.46   38.39
  15.47   16.70    7.31   39.07
  15.74   14.31    7.02   39.76
  16.02   12.73    6.65   40.44
  16.29   11.69    6.28   41.13
  16.56   10.68    5.93   41.81
  16.83    8.77    5.67   42.50
  17.10    7.28    5.29   43.18
  17.37    5.55    4.71   43.87
  17.64    4.00    4.20   44.56
  17.92    1.96    4.02   45.24
  18.19    1.12    3.97   45.93
  18.46   -0.06    4.03   46.61
