# Fit results:
# amplitude = 63.5261
# peak_pos[pc] = 16.2544
# width_left[pc] = 9.7578
# width_right[pc] = 6.3337
# chi_sq = 5.159
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.49    6.66    0.00
   0.27    0.15    6.68    0.67
   0.53    1.34    6.32    1.35
   0.80    1.80    5.93    2.02
   1.07    1.72    5.65    2.70
   1.33    1.15    5.37    3.37
   1.60    2.26    5.08    4.04
   1.87    4.10    4.78    4.72
   2.14    6.50    4.44    5.39
   2.40    8.35    4.18    6.07
   2.67    9.66    4.11    6.74
   2.94   10.68    4.09    7.42
   3.20   11.38    4.19    8.09
   3.47   12.10    4.53    8.76
   3.74   13.19    4.90    9.44
   4.00   15.01    5.23   10.11
   4.27   17.19    5.30   10.79
   4.54   18.69    5.38   11.46
   4.81   19.71    5.41   12.13
   5.07   21.06    5.36   12.81
   5.34   21.23    5.18   13.48
   5.61   21.63    4.95   14.16
   5.87   22.42    4.36   14.83
   6.14   23.88    3.99   15.51
   6.41   25.11    4.08   16.18
   6.67   25.79    5.06   16.85
   6.94   26.81    6.05   17.53
   7.21   28.33    6.31   18.20
   7.47   29.96    5.97   18.88
   7.74   31.63    5.26   19.55
   8.01   32.89    4.81   20.22
   8.28   35.29    4.45   20.90
   8.54   36.25    4.57   21.57
   8.81   39.24    5.23   22.25
   9.08   41.38    6.34   22.92
   9.34   41.03    7.81   23.59
   9.61   41.98    9.35   24.27
   9.88   42.97   11.03   24.94
  10.14   45.13   12.82   25.62
  10.41   46.35   12.23   26.29
  10.68   47.76   11.17   26.97
  10.95   50.63   10.29   27.64
  11.21   53.26    8.46   28.31
  11.48   53.94    6.78   28.99
  11.75   54.22    5.59   29.66
  12.01   54.93    5.12   30.34
  12.28   54.80    5.11   31.01
  12.55   55.26    5.34   31.68
  12.81   56.69    5.48   32.36
  13.08   55.35    5.31   33.03
  13.35   54.61    5.70   33.71
  13.61   54.85    5.88   34.38
  13.88   55.44    5.87   35.06
  14.15   56.60    5.57   35.73
  14.42   58.63    5.18   36.40
  14.68   60.58    4.96   37.08
  14.95   61.39    4.54   37.75
  15.22   61.31    4.19   38.43
  15.48   62.65    4.12   39.10
  15.75   64.09    4.52   39.77
  16.02   64.74    4.60   40.45
  16.28   65.30    4.63   41.12
  16.55   64.34    5.04   41.80
  16.82   62.52    5.25   42.47
  17.09   62.14    5.77   43.14
  17.35   62.66    6.00   43.82
  17.62   61.47    5.28   44.49
  17.89   58.73    4.59   45.17
  18.15   56.93    4.17   45.84
  18.42   55.90    3.79   46.52
  18.69   52.65    3.62   47.19
  18.95   50.29    3.29   47.86
  19.22   47.22    3.02   48.54
  19.49   44.62    2.61   49.21
  19.75   42.19    2.51   49.89
  20.02   40.24    2.73   50.56
  20.29   38.06    3.27   51.23
  20.56   36.02    3.68   51.91
  20.82   34.43    4.07   52.58
  21.09   33.68    4.46   53.26
  21.36   33.20    4.29   53.93
  21.62   31.80    4.10   54.61
  21.89   29.63    3.90   55.28
  22.16   27.64    3.79   55.95
  22.42   25.45    4.01   56.63
  22.69   23.15    4.47   57.30
  22.96   20.80    5.03   57.98
  23.23   17.87    5.47   58.65
  23.49   15.74    5.62   59.32
  23.76   12.45    5.64   60.00
  24.03    9.93    5.24   60.67
  24.29    8.11    5.02   61.35
  24.56    5.12    4.70   62.02
  24.83    2.49    4.52   62.70
  25.09    0.03    4.30   63.37
