# Fit results:
# amplitude = 300.2157
# peak_pos[pc] = 4.7541
# width_left[pc] = 0.6200
# width_right[pc] = 2.7477
# chi_sq = 134.315
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -3.08    1.08    0.00
   0.27    1.03    1.79    0.68
   0.54    2.05    1.29    1.37
   0.81    3.40    1.29    2.05
   1.08    4.34    3.57    2.73
   1.35    4.63    6.05    3.41
   1.62    9.11    6.67    4.10
   1.89   14.51    6.97    4.78
   2.16   18.40    7.20    5.46
   2.43   24.05    7.89    6.14
   2.70   29.86    7.62    6.83
   2.97   37.03    6.97    7.51
   3.24   47.33    6.38    8.19
   3.51   63.49    7.11    8.87
   3.78   85.29   10.23    9.56
   4.05  121.89   16.53   10.24
   4.32  175.61   24.88   10.92
   4.59  235.02   35.74   11.60
   4.87  273.03   48.10   12.29
   5.14  295.39   56.86   12.97
   5.41  287.04   56.88   13.65
   5.68  267.13   48.37   14.33
   5.95  240.39   40.77   15.02
   6.22  208.12   39.78   15.70
   6.49  172.21   39.68   16.38
   6.76  147.99   34.56   17.06
   7.03  122.17   25.50   17.75
   7.30   97.21   18.22   18.43
   7.57   78.84   12.45   19.11
   7.84   66.15    9.26   19.79
   8.11   55.58    8.30   20.48
   8.38   48.38    8.53   21.16
   8.65   43.36    8.28   21.84
   8.92   40.89    7.43   22.52
   9.19   39.07    7.64   23.21
   9.46   37.29    9.35   23.89
   9.73   35.65   12.15   24.57
  10.00   34.55   14.45   25.25
  10.27   33.38   15.09   25.94
  10.54   32.17   14.43   26.62
  10.81   30.60   13.26   27.30
  11.08   28.85   11.24   27.98
  11.35   26.60    8.71   28.67
  11.62   20.58    4.87   29.35
  11.89   15.65    1.95   30.03
  12.16   11.51    2.65   30.71
  12.43    8.94    4.05   31.40
  12.70    6.15    4.87   32.08
  12.97    4.64    6.66   32.76
  13.24    3.85    8.05   33.44
  13.51    3.88    7.88   34.13
  13.78    3.75    8.77   34.81
  14.05    3.06    9.98   35.49
  14.32    1.21   10.87   36.17
  14.60    0.82   11.65   36.86
  14.87    1.41   11.31   37.54
  15.14    1.19    9.46   38.22
