# Fit results:
# amplitude = 92.1053
# peak_pos[pc] = 5.6422
# width_left[pc] = 2.0393
# width_right[pc] = 3.8865
# chi_sq = 18.906
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.81   -1.75    4.15    2.06
   1.09   -0.05    4.10    2.74
   1.36    2.86    4.32    3.43
   1.63    5.40    5.09    4.11
   1.90    7.55    5.68    4.80
   2.17    9.49    5.54    5.48
   2.44   13.15    6.09    6.17
   2.71   17.06    6.53    6.85
   2.99   23.16    5.89    7.54
   3.26   30.89    5.63    8.23
   3.53   41.40    6.47    8.91
   3.80   51.97    8.17    9.60
   4.07   59.82    9.27   10.28
   4.34   65.34    8.65   10.97
   4.61   68.60    6.65   11.65
   4.89   72.45    3.21   12.34
   5.16   84.36   10.12   13.02
   5.43   97.35   26.66   13.71
   5.70  108.26   46.78   14.40
   5.97  112.23   67.70   15.08
   6.24  112.38   86.63   15.77
   6.51  105.39   92.28   16.45
   6.79   94.10   79.86   17.14
   7.06   80.17   60.64   17.82
   7.33   69.73   43.98   18.51
   7.60   62.80   31.43   19.19
   7.87   57.34   22.94   19.88
   8.14   53.04   17.44   20.56
   8.41   50.25   14.32   21.25
   8.69   45.23   11.88   21.94
   8.96   37.19    8.90   22.62
   9.23   31.47    6.15   23.31
   9.50   30.39    3.62   23.99
   9.77   27.82    2.87   24.68
  10.04   26.57    3.48   25.36
  10.32   24.56    3.57   26.05
  10.59   22.85    3.31   26.73
  10.86   21.30    3.88   27.42
  11.13   16.37    4.81   28.10
  11.40    7.12    4.07   28.79
  11.67    2.14    2.67   29.48
  11.94   -0.54    2.16   30.16
