# Fit results:
# amplitude = 18.7872
# peak_pos[pc] = 11.5113
# width_left[pc] = 6.3384
# width_right[pc] = 5.3378
# chi_sq = 1.124
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.27   -0.22    2.06    0.68
   0.54   -0.01    2.32    1.37
   0.81    0.37    2.50    2.05
   1.08    0.31    2.53    2.74
   1.35    0.05    2.41    3.42
   1.62    0.74    2.09    4.10
   1.90    1.51    1.72    4.79
   2.17    2.76    1.50    5.47
   2.44    3.49    1.24    6.15
   2.71    3.99    1.09    6.84
   2.98    3.94    1.18    7.52
   3.25    4.55    1.48    8.21
   3.52    4.90    1.88    8.89
   3.79    5.35    2.17    9.57
   4.06    5.67    2.32   10.26
   4.33    6.17    2.26   10.94
   4.60    5.94    1.99   11.62
   4.87    6.34    1.67   12.31
   5.14    6.99    1.34   12.99
   5.42    7.55    1.06   13.68
   5.69    8.40    1.36   14.36
   5.96    9.06    1.71   15.04
   6.23    8.67    1.65   15.73
   6.50    9.35    1.46   16.41
   6.77    9.53    1.47   17.09
   7.04   10.54    1.51   17.78
   7.31   12.31    1.66   18.46
   7.58   13.83    2.23   19.15
   7.85   16.29    3.12   19.83
   8.12   18.24    4.10   20.51
   8.39   19.53    5.26   21.20
   8.66   19.53    6.68   21.88
   8.94   18.31    8.21   22.56
   9.21   16.69    9.40   23.25
   9.48   15.54    9.95   23.93
   9.75   15.13    9.86   24.62
  10.02   16.01    9.27   25.30
  10.29   16.91    8.54   25.98
  10.56   17.07    7.61   26.67
  10.83   17.13    6.35   27.35
  11.10   16.26    5.61   28.03
  11.37   17.27    6.01   28.72
  11.64   17.43    6.77   29.40
  11.91   17.14    7.13   30.09
  12.18   17.34    6.99   30.77
  12.46   17.83    7.06   31.45
  12.73   17.78    7.38   32.14
  13.00   17.91    7.45   32.82
  13.27   17.22    7.17   33.51
  13.54   16.58    6.79   34.19
  13.81   15.92    6.54   34.87
  14.08   14.89    6.37   35.56
  14.35   14.80    6.21   36.24
  14.62   13.88    5.95   36.92
  14.89   11.96    5.60   37.61
  15.16   10.81    5.20   38.29
  15.43   10.46    4.84   38.98
  15.71    9.72    4.66   39.66
  15.98    8.56    4.56   40.34
  16.25    7.94    4.43   41.03
  16.52    7.72    4.27   41.71
  16.79    6.61    4.12   42.39
  17.06    5.92    3.92   43.08
  17.33    4.91    3.53   43.76
  17.60    4.14    3.11   44.45
  17.87    4.12    2.83   45.13
  18.14    3.82    2.74   45.81
  18.41    3.35    2.69   46.50
  18.68    3.24    2.79   47.18
  18.95    3.28    3.07   47.86
  19.23    2.27    3.50   48.55
  19.50    1.27    3.85   49.23
  19.77   -0.02    4.10   49.92
