# Fit results:
# amplitude = 93.9168
# peak_pos[pc] = 5.2903
# width_left[pc] = 2.2918
# width_right[pc] = 7.4081
# chi_sq = 40.927
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.08    2.47    0.00
   0.27   -0.09    3.36    0.69
   0.54    2.17    3.76    1.38
   0.82    4.49    3.46    2.06
   1.09    7.54    3.08    2.75
   1.36   11.87    3.10    3.44
   1.63   15.80    2.87    4.13
   1.91   20.36    2.92    4.81
   2.18   24.50    3.37    5.50
   2.45   28.29    3.79    6.19
   2.72   32.13    4.23    6.88
   3.00   38.06    4.37    7.56
   3.27   43.48    4.04    8.25
   3.54   50.37    4.12    8.94
   3.81   60.23    5.28    9.63
   4.08   70.72    6.72   10.32
   4.36   82.54    8.43   11.00
   4.63   95.26   10.66   11.69
   4.90  103.49   13.21   12.38
   5.17  110.26   16.31   13.07
   5.45  115.07   18.98   13.75
   5.72  116.14   19.38   14.44
   5.99  109.89   17.47   15.13
   6.26  102.78   14.02   15.82
   6.54   96.57    9.86   16.50
   6.81   90.89    7.39   17.19
   7.08   83.91    6.77   17.88
   7.35   77.39    6.42   18.57
   7.63   72.46    5.86   19.26
   7.90   70.71    5.35   19.94
   8.17   67.94    5.08   20.63
   8.44   65.19    5.77   21.32
   8.71   63.52    7.86   22.01
   8.99   63.13    9.83   22.69
   9.26   63.30   10.82   23.38
   9.53   63.24   10.83   24.07
   9.80   62.59   10.51   24.76
  10.08   60.40    9.70   25.44
  10.35   58.27    8.77   26.13
  10.62   56.72    7.99   26.82
  10.89   54.07    7.38   27.51
  11.17   53.36    6.66   28.20
  11.44   52.98    6.12   28.88
  11.71   51.63    5.83   29.57
  11.98   49.95    5.04   30.26
  12.25   45.90    3.96   30.95
  12.53   43.13    3.47   31.63
  12.80   39.47    3.47   32.32
  13.07   33.93    3.87   33.01
  13.34   30.32    4.07   33.70
  13.62   27.13    4.07   34.39
  13.89   22.95    4.21   35.07
  14.16   19.32    4.23   35.76
  14.43   15.89    3.87   36.45
  14.71   12.99    3.48   37.14
  14.98   10.47    3.29   37.82
  15.25    7.97    2.95   38.51
  15.52    5.74    2.31   39.20
  15.80    3.40    2.14   39.89
  16.07   -0.20    2.88   40.57
