# Fit results:
# amplitude = 36.0903
# peak_pos[pc] = 11.8598
# width_left[pc] = 5.4115
# width_right[pc] = 4.5865
# chi_sq = 2.348
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.27   -1.86    1.78    0.68
   1.63    1.29    2.04    4.10
   1.90    2.06    2.27    4.79
   2.17    2.63    2.34    5.47
   2.44    3.03    2.35    6.16
   2.71    3.09    2.46    6.84
   2.98    2.69    2.74    7.52
   3.25    3.22    2.96    8.21
   3.52    3.68    2.94    8.89
   3.79    4.48    2.66    9.58
   4.06    5.38    2.18   10.26
   4.33    6.24    1.57   10.94
   4.60    7.22    1.12   11.63
   4.88    8.26    1.02   12.31
   5.15    9.50    1.06   13.00
   5.42   10.43    0.94   13.68
   5.69   11.16    1.14   14.36
   5.96   11.36    1.59   15.05
   6.23   10.97    1.90   15.73
   6.50   11.71    2.12   16.42
   6.77   14.14    2.26   17.10
   7.04   15.65    2.34   17.78
   7.31   17.75    2.38   18.47
   7.58   19.98    2.46   19.15
   7.86   22.57    3.03   19.84
   8.13   25.75    3.85   20.52
   8.40   27.64    4.58   21.21
   8.67   28.35    4.90   21.89
   8.94   30.02    5.18   22.57
   9.21   30.47    5.81   23.26
   9.48   31.61    6.27   23.94
   9.75   31.11    6.57   24.63
  10.02   33.26    7.18   25.31
  10.29   35.98    8.41   25.99
  10.56   38.12    9.67   26.68
  10.84   38.89   10.22   27.36
  11.11   34.24   10.26   28.05
  11.38   32.35   10.29   28.73
  11.65   30.65    9.85   29.41
  11.92   30.56    8.98   30.10
  12.19   30.49    8.25   30.78
  12.46   30.16    8.23   31.47
  12.73   29.56    8.55   32.15
  13.00   29.66    8.96   32.83
  13.27   29.91    9.45   33.52
  13.54   29.87   10.07   34.20
  13.81   29.67   10.70   34.89
  14.09   29.64   10.96   35.57
  14.36   29.76   10.89   36.25
  14.63   29.38   10.76   36.94
  14.90   27.29   10.43   37.62
  15.17   24.64    9.85   38.31
  15.44   21.79    9.04   38.99
  15.71   19.02    7.82   39.67
  15.98   16.60    6.41   40.36
  16.25   13.73    5.15   41.04
  16.52   11.70    4.23   41.73
  16.79   10.37    3.53   42.41
  17.07    9.39    3.13   43.09
  17.34    8.64    2.84   43.78
  17.61    7.09    2.63   44.46
  17.88    5.70    2.66   45.15
  18.15    4.71    2.74   45.83
  18.42    3.65    2.57   46.51
  18.69    2.87    2.22   47.20
  18.96    2.28    1.87   47.88
  19.23    2.07    1.73   48.57
  19.50    1.58    2.06   49.25
  19.77    1.35    2.54   49.93
  20.04    0.49    2.81   50.62
  20.32   -0.07    2.93   51.30
