# Fit results:
# amplitude = 29.2229
# peak_pos[pc] = 16.9689
# width_left[pc] = 10.0073
# width_right[pc] = 0.9272
# chi_sq = 2.978
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.27    0.00    1.49    0.68
   0.54   -0.65    1.54    1.36
   0.81   -0.20    2.08    2.04
   1.08   -0.23    2.51    2.72
   1.35   -0.49    3.12    3.40
   1.62    0.09    3.62    4.08
   1.89    0.74    3.58    4.76
   2.16    1.55    3.33    5.44
   2.43    2.32    3.05    6.12
   2.69    2.69    2.91    6.81
   2.96    3.39    2.85    7.49
   3.23    4.61    2.89    8.17
   3.50    5.68    2.72    8.85
   3.77    6.43    2.59    9.53
   4.04    7.48    2.51   10.21
   4.31    8.58    2.55   10.89
   4.58    8.58    2.71   11.57
   4.85    9.06    2.78   12.25
   5.12    9.39    3.06   12.93
   5.39    9.27    3.37   13.61
   5.66    8.98    3.71   14.29
   5.93    9.22    3.88   14.97
   6.20   10.85    3.87   15.65
   6.47   12.51    3.82   16.33
   6.74   12.99    3.76   17.01
   7.01   15.65    3.44   17.69
   7.28   16.77    3.21   18.37
   7.55   17.78    3.26   19.06
  14.28   25.48   10.12   36.07
  14.55   25.38    8.70   36.75
  14.82   26.37    7.38   37.43
  15.09   25.62    7.64   38.11
  15.36   25.15    8.69   38.79
  15.63   27.06    9.62   39.47
  15.90   26.05    9.97   40.15
  16.17   25.44    9.70   40.83
  16.44   26.40    8.87   41.51
  16.71   26.80    7.29   42.19
  16.98   23.56    5.09   42.87
  17.25   21.08    4.62   43.55
  17.52   16.66    5.72   44.23
  17.79   12.11    7.19   44.92
  18.06    7.97    8.60   45.60
  18.33    4.92    9.51   46.28
  18.60    1.89    9.48   46.96
  18.86    0.34    9.02   47.64
