# Fit results:
# amplitude = 18.7675
# peak_pos[pc] = 1.6069
# width_left[pc] = 0.6058
# width_right[pc] = 10.0675
# chi_sq = 12.483
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.15    1.97    0.00
   0.27   -0.05    2.32    0.68
   0.54    2.21    2.96    1.36
   0.81    4.85    3.43    2.03
   1.07    9.05    4.42    2.71
   1.34   13.88    5.51    3.39
   1.61   18.49    6.34    4.07
   1.88   23.33    7.70    4.75
   2.15   29.17   10.28    5.43
   2.42   32.63   12.34    6.10
   2.69   36.54   13.88    6.78
   2.95   37.49   14.20    7.46
   3.22   34.33   12.68    8.14
   3.49   31.05   10.43    8.82
   3.76   26.52    8.40    9.50
   4.03   22.65    7.31   10.17
   4.30   19.32    5.75   10.85
   4.57   14.61    4.81   11.53
   4.83   11.79    4.55   12.21
   5.10   10.58    4.26   12.89
   5.37    9.57    3.70   13.56
   5.64    8.02    3.28   14.24
   5.91    7.33    3.02   14.92
   6.18    7.95    2.64   15.60
   6.45    9.21    2.12   16.28
   6.71    9.98    1.88   16.96
   6.98   10.34    1.78   17.63
   7.25    9.91    1.72   18.31
   7.52    9.29    1.56   18.99
   7.79    8.55    1.44   19.67
   8.06    8.69    1.46   20.35
   8.33    8.38    1.60   21.03
   8.59    8.59    1.68   21.70
   8.86    8.33    1.78   22.38
   9.13    8.16    1.70   23.06
   9.40    7.85    1.56   23.74
   9.67    7.03    1.68   24.42
   9.94    6.70    1.91   25.09
  10.21    6.50    1.95   25.77
  10.47    6.47    1.91   26.45
  10.74    6.70    1.92   27.13
  11.01    7.26    1.73   27.81
  11.28    8.06    1.51   28.49
  11.55    7.92    1.29   29.16
  11.82    8.05    1.20   29.84
  12.09    8.23    1.23   30.52
  12.35    8.19    1.19   31.20
  12.62    8.07    1.05   31.88
  12.89    7.53    0.95   32.56
  13.16    7.35    1.14   33.23
  13.43    6.93    1.33   33.91
  13.70    6.52    1.44   34.59
  13.97    6.01    1.73   35.27
  14.23    5.84    2.01   35.95
  14.50    5.68    1.96   36.62
  14.77    5.66    1.55   37.30
  15.04    5.61    1.40   37.98
  15.31    5.67    1.59   38.66
  15.58    5.24    1.92   39.34
  15.85    4.85    2.18   40.02
  16.11    4.23    2.29   40.69
  16.38    3.75    2.26   41.37
  16.65    3.24    2.22   42.05
  16.92    2.70    2.32   42.73
  17.19    2.10    2.26   43.41
  17.46    2.35    2.14   44.09
  17.73    1.76    2.15   44.76
  17.99    1.10    2.31   45.44
  18.26    0.71    2.58   46.12
  18.53    0.33    3.07   46.80
  18.80   -0.13    3.51   47.48
