# Fit results:
# amplitude = 56.6970
# peak_pos[pc] = 11.5569
# width_left[pc] = 7.3181
# width_right[pc] = 4.6585
# chi_sq = 11.380
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.55    3.98    0.00
   0.27    0.48    4.30    0.68
   0.54    2.07    5.17    1.36
   0.81    3.49    6.11    2.04
   1.08    5.75    6.51    2.72
   1.35    7.74    6.41    3.41
   1.62    9.56    6.08    4.09
   1.89   12.12    5.84    4.77
   2.16   15.12    6.10    5.45
   2.43   18.16    6.56    6.13
   2.70   20.03    7.07    6.81
   2.97   21.99    6.93    7.49
   3.24   23.05    6.13    8.17
   3.51   23.53    4.90    8.85
   3.78   23.52    3.78    9.53
   4.05   23.15    3.23   10.22
   4.31   22.94    3.48   10.90
   4.58   23.11    4.66   11.58
   4.85   23.06    6.44   12.26
   5.12   24.20    8.13   12.94
   5.39   25.28    8.80   13.62
   5.66   26.37    8.39   14.30
   5.93   28.88    7.98   14.98
   6.20   31.13    7.40   15.66
   6.47   33.39    6.57   16.34
   6.74   34.90    5.93   17.03
   7.01   35.49    5.92   17.71
   7.28   36.18    6.45   18.39
   7.55   37.21    7.57   19.07
   7.82   37.78    9.46   19.75
   8.09   39.01   12.03   20.43
   8.36   41.40   15.09   21.11
   8.63   45.02   18.09   21.79
   8.90   49.21   21.70   22.47
   9.17   54.72   24.82   23.15
   9.44   60.62   27.77   23.84
   9.71   65.75   30.29   24.52
   9.98   69.06   31.94   25.20
  10.25   70.82   33.32   25.88
  10.52   72.32   33.94   26.56
  10.79   73.52   33.42   27.24
  11.06   72.67   31.81   27.92
  11.33   70.20   29.08   28.60
  11.60   67.37   24.78   29.28
  11.87   63.96   19.55   29.96
  12.14   59.87   14.48   30.65
  12.41   56.19   10.17   31.33
  12.68   52.55    7.56   32.01
  12.94   47.96    6.00   32.69
  13.21   43.96    4.98   33.37
  13.48   43.52    4.74   34.05
  13.75   40.56    5.20   34.73
  14.02   37.95    5.73   35.41
  14.29   35.56    5.70   36.09
  14.56   33.73    5.47   36.77
  14.83   33.36    5.08   37.46
  15.10   30.57    4.72   38.14
  15.37   28.04    4.34   38.82
  15.64   25.99    3.78   39.50
  15.91   23.35    3.16   40.18
  16.18   20.97    2.47   40.86
  16.45   18.44    1.97   41.54
  16.72   15.74    2.03   42.22
  16.99   14.28    2.47   42.90
  17.26   12.94    2.90   43.58
  17.53   11.71    3.13   44.27
  17.80   10.25    3.12   44.95
  18.07    9.26    2.80   45.63
  18.34    7.76    2.17   46.31
  18.61    6.24    1.59   46.99
  18.88    4.50    1.53   47.67
  19.15    2.48    1.60   48.35
  19.42    1.40    1.68   49.03
  19.69    0.41    1.92   49.71
  19.96    0.26    2.11   50.39
  20.23    0.24    2.37   51.08
