# Fit results:
# amplitude = 58.2841
# peak_pos[pc] = 17.0234
# width_left[pc] = 10.9526
# width_right[pc] = 5.1658
# chi_sq = 24.954
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.12    4.37    0.00
   0.27    0.11    4.62    0.68
   0.54    1.02    4.84    1.36
   0.81    2.30    5.04    2.03
   1.07    3.16    5.14    2.71
   1.34    4.01    5.16    3.39
   1.61    4.83    4.86    4.07
   1.88    6.01    4.66    4.75
   2.15    7.39    4.77    5.43
   2.42    7.51    4.85    6.10
   2.69    9.13    5.22    6.78
   2.95   10.18    5.54    7.46
   3.22   11.41    5.88    8.14
   3.49   11.99    6.08    8.82
   3.76   12.99    6.17    9.49
   4.03   14.59    6.25   10.17
   4.30   16.54    6.07   10.85
   4.57   18.58    5.57   11.53
   4.83   18.95    5.04   12.21
   5.10   19.63    4.53   12.89
   5.37   19.34    4.23   13.56
   5.64   19.68    4.00   14.24
   5.91   20.48    4.00   14.92
   6.18   21.44    4.36   15.60
   6.45   21.73    5.06   16.28
   6.71   22.87    5.93   16.95
   6.98   23.82    7.11   17.63
   7.25   23.88    8.63   18.31
   7.52   25.97   10.35   18.99
   7.79   28.84   12.63   19.67
   8.06   31.63   15.37   20.35
   8.33   33.94   17.94   21.02
   8.59   37.34   20.23   21.70
   8.86   41.09   21.44   22.38
   9.13   43.21   22.05   23.06
   9.40   46.39   22.19   23.74
   9.67   52.73   21.67   24.41
   9.94   61.72   20.82   25.09
  10.21   66.36   19.72   25.77
  10.47   67.56   18.58   26.45
  10.74   65.28   17.03   27.13
  11.01   64.65   15.72   27.81
  11.28   61.25   13.84   28.48
  11.55   58.78   11.75   29.16
  11.82   56.04    9.71   29.84
  12.09   54.14    8.08   30.52
  12.35   51.58    7.23   31.20
  12.62   50.34    6.91   31.87
  12.89   49.52    7.60   32.55
  13.16   49.43    8.49   33.23
  13.43   49.66    9.06   33.91
  13.70   51.06    9.11   34.59
  13.97   51.72    8.61   35.27
  14.23   52.22    7.77   35.94
  14.50   52.77    6.44   36.62
  14.77   52.99    5.68   37.30
  15.04   52.66    5.49   37.98
  15.31   52.42    5.24   38.66
  15.58   51.82    5.25   39.33
  15.84   51.26    5.31   40.01
  16.11   50.84    5.24   40.69
  16.38   52.96    5.16   41.37
  16.65   53.49    5.32   42.05
  16.92   52.73    5.47   42.73
  17.19   53.02    5.82   43.40
  17.46   53.95    6.20   44.08
  17.72   53.99    6.28   44.76
  17.99   54.43    5.98   45.44
  18.26   54.45    5.34   46.12
  18.53   55.06    4.36   46.79
  18.80   54.61    3.54   47.47
  19.07   51.85    3.99   48.15
  19.34   49.01    5.04   48.83
  19.60   46.87    6.51   49.51
  19.87   44.97    8.09   50.19
  20.14   41.32    8.88   50.86
  20.41   38.59    8.91   51.54
  20.68   35.03    8.83   52.22
  20.95   31.94    8.10   52.90
  21.22   29.04    7.06   53.58
  21.48   27.04    6.42   54.25
  21.75   23.94    5.98   54.93
  22.02   21.39    6.06   55.61
  22.29   17.95    6.45   56.29
  22.56   15.57    6.94   56.97
  22.83   12.56    7.66   57.65
  23.10   10.79    8.36   58.32
  23.36   10.30    8.83   59.00
  23.63    9.27    8.93   59.68
  23.90    5.92    8.57   60.36
  24.17    3.07    8.02   61.04
  24.44    0.01    7.39   61.71
