# Fit results:
# amplitude = 20.3427
# peak_pos[pc] = 9.6708
# width_left[pc] = 4.9420
# width_right[pc] = 19.0298
# chi_sq = 7.533
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00    0.00    3.21    0.00
   0.27    0.13    3.93    0.68
   0.54   -0.13    4.33    1.35
   0.80    0.44    4.59    2.03
   1.07    0.91    4.62    2.71
   1.34    1.21    4.38    3.39
   1.61    1.14    4.19    4.06
   1.88    1.48    3.78    4.74
   2.15    1.48    3.17    5.42
   2.41    2.50    2.47    6.10
   2.68    3.48    2.15    6.77
   2.95    4.20    2.05    7.45
   3.22    4.11    2.12    8.13
   3.49    3.94    2.27    8.80
   3.75    4.11    2.41    9.48
   4.02    5.05    2.38   10.16
   4.29    6.14    2.36   10.84
   4.56    6.49    2.37   11.51
   4.83    7.53    2.31   12.19
   5.10    8.95    2.25   12.87
   5.36   10.03    2.27   13.54
   5.63   12.30    2.62   14.22
   5.90   14.08    3.30   14.90
   6.17   15.50    3.52   15.58
   6.44   16.67    3.66   16.25
   6.70   17.73    3.21   16.93
   6.97   17.98    2.85   17.61
   7.24   18.25    2.23   18.29
   7.51   17.90    1.94   18.96
   7.78   17.77    1.86   19.64
   8.05   17.51    2.04   20.32
   8.31   17.22    2.37   20.99
   8.58   16.96    2.74   21.67
   8.85   16.83    3.07   22.35
   9.12   17.89    2.76   23.03
   9.39   18.65    2.64   23.70
   9.65   18.03    2.87   24.38
   9.92   16.93    3.00   25.06
  10.19   15.90    3.06   25.74
  10.46   16.74    3.06   26.41
  10.73   17.65    3.01   27.09
  11.00   19.10    3.11   27.77
  11.26   20.33    3.97   28.44
  11.53   20.74    5.02   29.12
  11.80   20.53    5.83   29.80
  12.07   19.74    6.72   30.48
  12.34   20.12    7.92   31.15
  12.60   21.24    9.36   31.83
  12.87   19.74   10.69   32.51
  13.14   19.14   11.48   33.18
  13.41   18.34   11.76   33.86
  13.68   17.28   11.64   34.54
  13.95   17.57   10.50   35.22
  14.21   18.89    8.95   35.89
  14.48   19.13    7.12   36.57
  14.75   20.65    6.25   37.25
  15.02   20.29    6.20   37.93
  15.29   23.35    6.39   38.60
  15.55   24.31    6.85   39.28
  15.82   27.51    7.76   39.96
  16.09   29.63    9.12   40.63
  16.36   29.26   10.03   41.31
  16.63   28.72   10.67   41.99
  16.90   26.94   11.17   42.67
  17.16   25.01   11.73   43.34
  17.43   21.62   11.28   44.02
  17.70   18.32   10.68   44.70
  17.97   15.34   10.00   45.38
  18.24   11.26    9.40   46.05
  18.51    7.89    8.64   46.73
  18.77    2.98    7.63   47.41
  19.04    0.03    6.63   48.08
