# Fit results:
# amplitude = 80.2690
# peak_pos[pc] = 14.6951
# width_left[pc] = 5.8685
# width_right[pc] = 3.6733
# chi_sq = 20.809
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.81   -0.39    2.21    2.04
   1.08    0.15    2.22    2.72
   1.35    0.80    2.08    3.40
   1.88    3.14    1.89    4.76
   5.11   11.60    6.47   12.91
   5.38   12.20    5.88   13.59
   5.65   12.81    5.38   14.27
   5.92   13.76    4.94   14.95
   6.19   15.13    4.19   15.63
   6.46   16.87    3.30   16.31
   6.73   18.81    2.90   16.99
   7.00   20.79    2.94   17.67
   7.27   22.64    3.32   18.35
   7.53   23.53    3.78   19.03
   7.80   24.12    4.11   19.70
   8.07   24.03    4.38   20.38
   8.34   24.67    4.54   21.06
   8.61   25.76    4.70   21.74
   8.88   26.18    5.01   22.42
   9.15   27.18    6.35   23.10
   9.42   28.84    8.43   23.78
   9.69   31.43   11.35   24.46
   9.96   33.80   14.85   25.14
  10.22   36.52   21.56   25.82
  10.49   39.36   28.24   26.50
  10.76   42.39   33.79   27.18
  11.03   45.39   39.18   27.86
  11.30   48.11   47.89   28.54
  11.57   51.09   56.26   29.22
  11.84   54.47   61.03   29.90
  12.11   58.49   63.20   30.58
  12.38   61.80   66.34   31.26
  12.65   70.14   70.01   31.94
  12.92   79.35   69.76   32.62
  13.18   90.57   64.96   33.29
  13.45   97.23   59.91   33.97
  13.72  103.83   56.43   34.65
  13.99  110.62   49.35   35.33
  14.26  102.21   37.11   36.01
  14.53   92.83   25.40   36.69
  14.80   85.62   17.08   37.37
  15.07   84.00   10.93   38.05
  15.34   83.82    8.16   38.73
  15.61   76.34    9.92   39.41
  15.88   65.98   12.77   40.09
  16.14   58.45   14.10   40.77
  16.41   52.28   13.66   41.45
  16.68   47.00   12.43   42.13
  16.95   42.49   10.69   42.81
  17.22   38.27    8.78   43.49
  17.49   34.42    6.85   44.17
  17.76   32.15    5.12   44.85
  18.03   28.95    4.54   45.53
  18.30   25.37    4.47   46.20
  18.57   24.18    4.92   46.88
  18.84   21.80    5.18   47.56
  19.10   19.47    5.16   48.24
  19.37   16.94    4.98   48.92
  19.64   15.67    4.70   49.60
  19.91   13.78    4.25   50.28
  20.18   10.89    3.67   50.96
  20.45    8.67    3.29   51.64
  20.72    6.51    2.95   52.32
  20.99    4.84    2.62   53.00
  21.26    3.58    2.20   53.68
  21.53    2.90    1.86   54.36
  21.80    1.95    1.93   55.04
  22.06    0.65    2.11   55.72
  22.33   -0.04    2.06   56.40
