# Fit results:
# amplitude = 52.4844
# peak_pos[pc] = 11.6486
# width_left[pc] = 8.7630
# width_right[pc] = 4.3319
# chi_sq = 10.627
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.56    3.30    0.00
   0.27   -0.51    2.62    0.68
   0.54    2.07    2.62    1.37
   0.81    4.65    3.04    2.05
   1.08    5.35    3.61    2.74
   1.36    7.99    4.15    3.42
   1.63   10.96    4.29    4.11
   1.90   13.19    3.76    4.79
   2.17   16.18    2.42    5.48
   2.44   18.26    1.55    6.16
   2.71   21.60    2.17    6.85
   2.98   24.21    2.73    7.53
   3.25   25.03    2.74    8.22
   3.53   25.97    2.27    8.90
   3.80   27.45    1.68    9.59
   4.07   28.45    1.54   10.27
   4.34   29.71    1.91   10.96
   4.61   30.86    2.16   11.64
   4.88   31.90    2.01   12.33
   5.15   33.54    1.52   13.01
   5.42   35.44    1.24   13.70
   5.70   36.23    1.45   14.38
   5.97   36.17    1.78   15.07
   6.24   36.46    2.27   15.75
   6.51   36.70    2.38   16.44
   6.78   37.72    1.98   17.12
   7.05   39.43    1.74   17.81
   7.32   40.73    2.03   18.49
   7.59   41.57    2.48   19.18
   7.86   42.85    2.50   19.86
   8.14   43.89    2.28   20.55
   8.41   45.21    2.10   21.23
   8.68   45.77    2.37   21.91
   8.95   44.53    3.27   22.60
   9.22   44.36    4.04   23.28
   9.49   45.79    4.58   23.97
   9.76   46.59    4.83   24.65
  10.03   47.52    4.58   25.34
  10.31   48.60    4.14   26.02
  10.58   49.22    4.30   26.71
  10.85   49.05    5.01   27.39
  11.12   50.54    5.57   28.08
  11.39   52.85    5.56   28.76
  11.66   54.88    5.15   29.45
  11.93   55.63    4.59   30.13
  12.20   54.53    4.16   30.82
  12.48   52.49    4.01   31.50
  12.75   50.08    4.11   32.19
  13.02   46.99    4.25   32.87
  13.29   44.14    4.29   33.56
  13.56   41.04    4.13   34.24
  13.83   37.58    4.50   34.93
  14.10   33.22    5.23   35.61
  14.37   29.22    5.77   36.30
  14.64   26.71    6.10   36.98
  14.92   26.14    5.85   37.67
  15.19   25.23    4.92   38.35
  15.46   23.97    4.07   39.04
  15.73   21.71    3.83   39.72
  16.00   19.65    4.05   40.41
  16.27   17.87    4.26   41.09
  16.54   16.34    4.50   41.78
  16.81   14.64    4.90   42.46
  17.09   11.77    5.56   43.15
  17.36    9.07    6.23   43.83
  17.63    6.51    6.78   44.51
  17.90    3.90    7.09   45.20
  18.17    2.13    7.12   45.88
  18.44    0.79    7.12   46.57
  18.71    0.17    6.86   47.25
