# Fit results:
# amplitude = 8.5068
# peak_pos[pc] = 17.3154
# width_left[pc] = 12.7349
# width_right[pc] = 0.6479
# chi_sq = 1.663
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -0.89    2.92    0.00
   0.27   -0.10    3.09    0.68
   0.54    0.98    3.16    1.37
   0.81    1.63    2.87    2.05
   1.08    2.61    2.20    2.73
   1.35    2.94    1.62    3.42
   1.62    3.12    1.31    4.10
   1.89    3.04    1.27    4.78
   2.16    3.58    1.61    5.47
   2.44    3.88    1.83    6.15
   2.71    4.30    2.03    6.83
   2.98    4.57    2.53    7.52
   3.25    4.91    3.07    8.20
   3.52    5.28    3.43    8.88
   3.79    5.32    3.61    9.57
   4.06    4.31    3.60   10.25
   4.33    3.67    3.55   10.93
   4.60    3.54    3.55   11.62
   4.87    3.38    3.55   12.30
   5.14    3.18    3.21   12.98
   5.41    2.78    2.58   13.67
   5.68    2.14    2.09   14.35
   5.95    2.03    1.97   15.03
   6.22    2.37    2.50   15.72
   6.49    3.02    3.18   16.40
   6.77    2.86    3.53   17.08
   7.04    1.79    3.30   17.77
   7.31    1.67    2.96   18.45
   7.58    1.51    2.91   19.13
   7.85    3.08    2.95   19.82
   8.12    3.81    2.89   20.50
   8.39    4.56    2.83   21.18
   8.66    5.05    2.72   21.87
   8.93    5.17    2.78   22.55
   9.20    5.49    3.04   23.23
   9.47    5.90    3.26   23.92
   9.74    7.19    3.31   24.60
  10.01    8.40    3.27   25.28
  10.28    8.54    3.08   25.97
  10.55    8.41    2.56   26.65
  10.82    8.15    2.12   27.33
  11.10    7.14    2.39   28.02
  11.37    5.58    2.85   28.70
  11.64    4.55    3.01   29.39
  11.91    4.24    2.82   30.07
  12.18    4.66    2.26   30.75
  12.45    4.93    1.64   31.44
  12.72    5.64    1.69   32.12
  12.99    5.98    1.88   32.80
  13.26    6.73    1.76   33.49
  13.53    7.43    1.35   34.17
  13.80    8.15    0.86   34.85
  14.07    8.30    0.51   35.54
  14.34    8.55    0.69   36.22
  14.61    8.61    0.94   36.90
  14.88    8.67    1.10   37.59
  15.15    8.71    1.11   38.27
  15.43    9.13    0.90   38.95
  15.70    9.41    0.89   39.64
  15.97    9.61    1.35   40.32
  16.24    9.49    1.82   41.00
  16.51    8.60    2.07   41.69
  16.78    7.79    1.95   42.37
  17.05    6.79    1.83   43.05
  17.32    5.15    1.89   43.74
  17.59    4.50    1.79   44.42
  17.86    3.85    1.58   45.10
  18.13    2.67    1.40   45.79
  18.40    1.68    1.26   46.47
  18.67    0.82    1.18   47.15
  18.94    0.09    1.15   47.84
