# Fit results:
# amplitude = 22.5530
# peak_pos[pc] = 11.8041
# width_left[pc] = 6.4126
# width_right[pc] = 12.8690
# chi_sq = 4.528
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -0.10    2.12    0.00
   0.27    0.10    2.37    0.68
   0.54   -0.01    2.58    1.36
   0.81   -0.24    2.61    2.04
   1.08   -0.57    2.54    2.72
   1.34    0.30    2.45    3.39
   1.61    0.78    2.33    4.07
   1.88    1.91    2.28    4.75
   2.15    2.77    2.39    5.43
   2.42    3.64    2.28    6.11
   2.69    3.94    2.22    6.79
   2.96    4.24    2.22    7.47
   3.23    4.84    2.15    8.15
   3.50    4.88    2.12    8.83
   3.76    5.63    2.12    9.51
   4.03    6.49    2.14   10.18
   4.30    7.20    2.29   10.86
   4.57    7.71    2.46   11.54
   4.84    7.91    2.64   12.22
   5.11    7.94    2.87   12.90
   5.38    7.71    3.53   13.58
   5.65    7.63    4.29   14.26
   5.92    7.85    5.16   14.94
   6.18    7.47    5.59   15.62
   6.45    8.97    5.95   16.30
   6.72   11.59    5.64   16.97
   6.99   13.73    5.06   17.65
   7.26   15.47    4.10   18.33
   7.53   15.81    3.13   19.01
   7.80   16.37    2.51   19.69
   8.07   17.44    2.24   20.37
   8.33   18.63    2.40   21.05
   8.60   19.58    2.58   21.73
   8.87   20.03    2.82   22.41
   9.14   19.71    3.26   23.08
   9.41   19.22    3.80   23.76
   9.68   19.01    4.24   24.44
   9.95   18.83    4.35   25.12
  10.22   19.28    4.44   25.80
  10.49   19.40    3.98   26.48
  10.75   20.16    4.09   27.16
  11.02   20.72    4.61   27.84
  11.29   21.58    5.40   28.52
  11.56   22.15    5.85   29.20
  11.83   21.46    6.54   29.87
  12.10   21.34    7.42   30.55
  12.37   20.48    8.45   31.23
  12.64   20.23    9.32   31.91
  12.91   20.08    9.74   32.59
  13.17   19.54    9.93   33.27
  13.44   19.87    8.94   33.95
  13.71   19.80    7.78   34.63
  13.98   19.84    6.14   35.31
  14.25   20.60    5.57   35.99
  14.52   21.28    5.16   36.66
  14.79   23.01    4.82   37.34
  15.06   25.98    5.03   38.02
  15.33   24.73    5.58   38.70
  15.59   26.21    6.81   39.38
  15.86   26.00    8.14   40.06
  16.13   27.22    9.32   40.74
  16.40   26.02    9.66   41.42
  16.67   24.15    9.65   42.10
  16.94   21.66    9.27   42.77
  17.21   18.77    7.76   43.45
  17.48   15.20    6.28   44.13
  17.75   13.15    5.57   44.81
  18.01   10.87    5.49   45.49
  18.28    5.13    5.70   46.17
  18.55   -0.50    6.09   46.85
