# Fit results:
# amplitude = 76.5627
# peak_pos[pc] = 16.0399
# width_left[pc] = 9.5633
# width_right[pc] = 7.2523
# chi_sq = 8.379
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.94    7.22    0.00
   0.27   -0.23    7.75    0.68
   0.54    2.17    8.22    1.35
   0.80    5.21    8.44    2.03
   1.07    6.17    8.57    2.71
   1.34    6.73    8.66    3.38
   1.61    6.20    8.34    4.06
   1.87    6.51    7.87    4.73
   2.14    7.46    7.27    5.41
   2.41    8.13    6.45    6.09
   2.68    8.25    5.57    6.76
   2.95    8.31    4.93    7.44
   3.21   10.18    4.74    8.12
   3.48   12.34    5.07    8.79
   3.75   14.65    5.63    9.47
   4.02   15.36    6.23   10.15
   4.29   16.76    6.45   10.82
   4.55   18.52    6.22   11.50
   4.82   20.99    5.60   12.17
   5.09   22.51    5.05   12.85
   5.36   25.26    4.81   13.53
   5.62   26.60    4.79   14.20
   5.89   28.32    4.74   14.88
   6.16   29.62    5.29   15.56
   6.43   31.07    5.99   16.23
   6.70   32.08    6.85   16.91
   6.96   33.54    7.43   17.59
   7.23   33.86    8.15   18.26
   7.50   34.96    8.94   18.94
   7.77   36.93    9.62   19.61
   8.04   38.99   10.65   20.29
   8.30   41.81   11.42   20.97
   8.57   45.93   11.38   21.64
   8.84   49.91   11.43   22.32
   9.11   52.35   11.35   23.00
   9.37   56.34   11.30   23.67
   9.64   59.03   11.37   24.35
   9.91   62.04   11.31   25.03
  10.18   64.77   10.56   25.70
  10.45   65.86    9.87   26.38
  10.71   65.56    9.21   27.05
  10.98   65.00    8.37   27.73
  11.25   64.71    7.66   28.41
  11.52   64.79    7.10   29.08
  11.79   64.78    6.35   29.76
  12.05   65.52    6.30   30.44
  12.32   65.92    6.54   31.11
  12.59   67.28    7.11   31.79
  12.86   68.50    7.14   32.47
  13.12   68.45    6.80   33.14
  13.39   67.84    6.26   33.82
  13.66   67.75    5.89   34.49
  13.93   68.76    5.61   35.17
  14.20   68.60    5.91   35.85
  14.46   69.01    6.21   36.52
  14.73   70.41    6.02   37.20
  15.00   71.75    6.11   37.88
  15.27   72.93    6.52   38.55
  15.53   74.27    6.17   39.23
  15.80   74.21    6.32   39.91
  16.07   75.51    6.65   40.58
  16.34   76.98    6.73   41.26
  16.61   78.09    7.38   41.94
  16.87   77.24    8.48   42.61
  17.14   76.68   10.04   43.29
  17.41   74.58   11.58   43.96
  17.68   72.06   13.05   44.64
  17.95   68.72   14.04   45.32
  18.21   67.19   15.02   45.99
  18.48   64.37   16.03   46.67
  18.75   62.97   17.49   47.35
  19.02   61.34   18.09   48.02
  19.28   59.52   17.09   48.70
  19.55   57.79   14.29   49.38
  19.82   55.96   11.43   50.05
  20.09   52.05    8.68   50.73
  20.36   51.55    5.97   51.40
  20.62   49.47    4.02   52.08
  20.89   47.24    2.96   52.76
  21.16   44.53    2.58   53.43
  21.43   42.11    2.58   54.11
  21.70   39.61    2.36   54.79
  21.96   37.03    2.52   55.46
  22.23   36.02    2.84   56.14
  22.50   34.11    2.86   56.82
  22.77   32.67    3.10   57.49
  23.03   30.26    3.45   58.17
  23.30   27.62    3.51   58.84
  23.57   24.70    3.65   59.52
  23.84   21.69    3.80   60.20
  24.11   20.21    4.03   60.87
  24.37   18.37    4.37   61.55
  24.64   16.17    4.86   62.23
  24.91   14.83    5.55   62.90
  25.18   13.40    5.67   63.58
  25.45   11.52    5.42   64.26
  25.71    9.90    4.87   64.93
  25.98    7.91    4.46   65.61
  26.25    6.97    4.15   66.28
  26.52    5.11    3.98   66.96
  26.78    2.49    3.98   67.64
  27.05    1.10    3.56   68.31
  27.32   -0.11    2.98   68.99
