# Fit results:
# amplitude = 28.6775
# peak_pos[pc] = 13.7586
# width_left[pc] = 7.5844
# width_right[pc] = 2.2791
# chi_sq = 17.867
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.66    5.39    0.00
   0.27   -0.04    5.77    0.68
   0.54    1.71    5.76    1.36
   0.81    2.89    5.82    2.04
   1.08    4.18    6.38    2.72
   1.35    4.54    7.79    3.40
   1.62    4.56    9.87    4.08
   1.89    5.62   12.38    4.76
   2.16    7.31   15.17    5.45
   2.43    9.76   18.10    6.13
   2.70   12.66   21.34    6.81
   2.96   15.64   25.04    7.49
   3.23   18.68   29.23    8.17
   3.50   20.99   33.57    8.85
   3.77   22.29   36.81    9.53
   4.04   23.61   38.37   10.21
   4.31   22.84   37.41   10.89
   4.58   20.23   33.66   11.57
   4.85   16.73   28.58   12.25
   5.12   13.52   23.48   12.93
   5.39   11.91   18.42   13.61
   5.66   11.91   14.46   14.29
   5.93   10.27   11.99   14.97
   6.20   10.88   10.85   15.66
   6.47   10.30   10.49   16.34
   6.74   11.09   10.22   17.02
   7.01   12.26    9.80   17.70
   7.28   11.24    9.17   18.38
   7.55   11.00    8.26   19.06
   7.82   11.08    7.42   19.74
   8.09   11.69    6.48   20.42
   8.36   11.27    5.86   21.10
   8.63   12.50    5.55   21.78
   8.89   13.68    5.81   22.46
   9.16   16.56    6.34   23.14
   9.43   18.08    6.76   23.82
   9.70   19.61    7.38   24.50
   9.97   21.42    9.04   25.18
  10.24   24.92   11.73   25.87
  10.51   28.33   14.99   26.55
  10.78   31.49   18.17   27.23
  11.05   35.46   20.19   27.91
  11.32   37.56   20.78   28.59
  11.59   37.40   19.74   29.27
  11.86   38.91   17.57   29.95
  12.13   39.09   14.66   30.63
  12.40   34.21   11.39   31.31
  12.67   32.49    7.92   31.99
  12.94   29.57    4.85   32.67
  13.21   28.77    3.56   33.35
  13.48   26.97    4.09   34.03
  13.75   25.60    4.88   34.71
  14.02   23.60    5.57   35.39
  14.29   22.76    6.06   36.08
  14.56   21.03    6.40   36.76
  14.82   19.30    6.06   37.44
  15.09   17.91    5.39   38.12
  15.36   16.59    5.07   38.80
  15.63   14.61    5.10   39.48
  15.90   11.62    5.51   40.16
  16.17   10.18    6.29   40.84
  16.44    7.55    7.18   41.52
  16.71    6.01    7.86   42.20
  16.98    4.17    8.18   42.88
  17.25    2.88    8.33   43.56
  17.52    2.32    8.50   44.24
  17.79    1.62    8.66   44.92
  18.06    1.18    8.43   45.60
  18.33    0.80    7.65   46.29
  18.60    0.72    6.38   46.97
  18.87    0.15    4.97   47.65
