# Fit results:
# amplitude = 67.7839
# peak_pos[pc] = 16.4189
# width_left[pc] = 8.8870
# width_right[pc] = 5.2338
# chi_sq = 14.087
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.05    6.00    0.00
   0.27    0.04    5.74    0.68
   0.54    1.01    5.15    1.35
   0.80    1.56    4.69    2.03
   1.07    2.41    4.36    2.71
   1.34    2.78    4.11    3.38
   1.61    3.39    3.89    4.06
   1.88    4.05    3.62    4.74
   2.14    3.50    3.50    5.41
   2.41    4.33    3.61    6.09
   2.68    5.00    3.78    6.77
   2.95    6.67    3.99    7.44
   3.22    8.72    4.18    8.12
   3.48   10.04    4.38    8.80
   3.75   11.65    4.29    9.47
   4.02   13.82    4.19   10.15
   4.29   13.81    4.12   10.83
   4.56   15.60    4.10   11.50
   4.82   16.49    4.33   12.18
   5.09   18.35    4.53   12.86
   5.36   19.88    4.86   13.53
   5.63   22.18    5.33   14.21
   5.90   24.61    5.77   14.89
   6.16   26.84    6.14   15.57
   6.43   29.06    6.48   16.24
   6.70   32.14    6.47   16.92
  14.20   70.14    6.68   35.87
  14.47   68.65    5.53   36.54
  14.74   67.44    4.99   37.22
  15.01   65.90    4.85   37.90
  15.28   63.36    4.96   38.57
  15.54   62.68    5.83   39.25
  15.81   63.11    6.66   39.93
  16.08   63.93    7.51   40.60
  16.35   61.96    8.40   41.28
  16.62   61.09    9.31   41.96
  16.88   62.10    9.90   42.64
  17.15   61.49    9.83   43.31
  17.42   62.00    9.82   43.99
  17.69   62.04    9.59   44.67
  17.96   60.92    8.95   45.34
  18.22   60.76    8.59   46.02
  18.49   56.83    8.14   46.70
  18.76   52.76    7.71   47.37
  19.03   47.83    7.64   48.05
  19.30   46.28    7.79   48.73
  19.56   44.23    7.67   49.40
  19.83   41.31    7.53   50.08
  20.10   37.94    7.65   50.76
  20.37   36.00    7.79   51.43
  20.64   32.40    7.90   52.11
  20.90   30.27    7.86   52.79
  21.17   28.74    7.93   53.46
  21.44   27.34    8.23   54.14
  21.71   25.12    8.73   54.82
  21.98   22.04    9.21   55.49
  22.24   19.18    9.65   56.17
  22.51   16.02    9.92   56.85
  22.78   11.86   10.09   57.52
  23.05    8.58    9.93   58.20
  23.32    7.13    9.65   58.88
  23.58    5.54    9.20   59.55
  23.85    5.11    8.69   60.23
  24.12    4.12    8.28   60.91
  24.39    1.90    7.91   61.58
  24.66    0.09    7.51   62.26
