# Fit results:
# amplitude = 67.8339
# peak_pos[pc] = 12.0825
# width_left[pc] = 5.9778
# width_right[pc] = 10.1798
# chi_sq = 30.267
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.22    8.95    0.00
   0.27    0.10    8.83    0.68
   0.54    1.12    8.77    1.36
   0.81    2.20    8.60    2.03
   1.07    3.91    8.33    2.71
   1.34    5.70    8.10    3.39
   1.61    6.30    7.63    4.07
   1.88    7.02    7.07    4.75
   2.15    7.10    6.68    5.43
   2.42    7.74    6.50    6.10
   2.69    7.43    6.55    6.78
   2.95    9.43    6.77    7.46
   3.22   11.67    6.99    8.14
   3.49   12.01    7.01    8.82
   3.76   14.16    6.96    9.50
   4.03   14.47    6.73   10.17
   4.30   15.17    6.36   10.85
   4.57   15.96    6.12   11.53
   4.83   18.08    6.10   12.21
   5.10   18.37    6.25   12.89
   5.37   18.84    6.69   13.56
   5.64   19.37    7.33   14.24
   5.91   19.63    8.16   14.92
   6.18   20.82    9.26   15.60
   6.45   23.03   10.19   16.28
   6.71   24.94   11.15   16.96
   6.98   26.64   12.29   17.63
   7.25   30.25   13.67   18.31
   7.52   34.43   15.17   18.99
   7.79   39.08   16.81   19.67
   8.06   44.40   18.48   20.35
   8.33   50.05   19.84   21.02
   8.59   57.88   21.07   21.70
   8.86   66.47   21.67   22.38
   9.13   70.46   21.80   23.06
   9.40   71.50   21.65   23.74
   9.67   70.78   20.50   24.42
   9.94   72.26   19.19   25.09
  10.21   70.30   17.65   25.77
  10.47   67.52   15.65   26.45
  10.74   67.13   13.95   27.13
  12.89   57.41   11.49   32.55
  13.16   57.69   12.20   33.23
  13.43   59.05   11.67   33.91
  13.70   60.72   10.91   34.59
  13.97   60.77   10.15   35.27
  14.23   58.89    8.60   35.95
  14.50   59.32    7.19   36.62
  14.77   57.50    6.21   37.30
  15.04   55.92    6.37   37.98
  15.31   54.50    7.48   38.66
  15.58   53.54    8.64   39.34
  15.85   53.90    9.58   40.01
  16.11   54.07   10.52   40.69
  16.38   54.66   10.98   41.37
  16.65   54.81   10.95   42.05
  16.92   54.84   10.50   42.73
  17.19   55.61    9.56   43.41
  17.46   55.13    8.40   44.08
  17.73   55.28    6.92   44.76
  17.99   55.04    5.50   45.44
  18.26   55.20    4.77   46.12
  18.53   54.62    5.11   46.80
  18.80   50.07    6.38   47.48
  19.07   48.05    7.92   48.15
  19.34   46.30    9.57   48.83
  19.61   43.50   10.61   49.51
  19.87   39.41   11.20   50.19
  20.14   37.09   11.72   50.87
  20.41   34.08   11.71   51.54
  20.68   31.74   11.29   52.22
  20.95   29.35   10.97   52.90
  21.22   27.28   10.59   53.58
  21.49   25.65   10.02   54.26
  21.75   24.15    9.66   54.94
  22.02   22.30    9.65   55.61
  22.29   19.72   10.01   56.29
  22.56   16.83   10.53   56.97
  22.83   14.21   11.15   57.65
  23.10   11.63   11.67   58.33
  23.37    9.24   11.83   59.00
  23.63    6.89   11.75   59.68
  23.90    4.69   11.47   60.36
  24.17    2.20   11.01   61.04
  24.44   -0.18   10.44   61.72
