# Fit results:
# amplitude = 159.3911
# peak_pos[pc] = 8.8936
# width_left[pc] = 4.4789
# width_right[pc] = 2.6017
# chi_sq = 48.502
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.54   -2.72    2.82    1.37
   0.82   -1.61    5.92    2.06
   1.09    7.32    8.52    2.75
   1.36   17.47    9.29    3.43
   1.63   26.11    9.18    4.12
   1.90   33.62    9.03    4.81
   2.18   35.64    7.84    5.49
   2.45   35.93    6.67    6.18
   2.72   37.49    7.25    6.87
   2.99   39.58    8.34    7.55
   3.26   43.10    8.06    8.24
   3.54   43.76    6.21    8.93
   3.81   44.76    5.02    9.61
   4.08   51.03    5.16   10.30
   4.35   57.37    5.02   10.99
   4.62   63.91    4.01   11.67
   4.89   71.43    3.60   12.36
   5.17   78.61    4.86   13.05
   5.44   85.52    8.58   13.73
   5.71   92.01   12.64   14.42
   5.98  106.02   14.48   15.11
   6.25  120.65   15.68   15.79
   6.53  132.37   17.57   16.48
   6.80  139.77   20.57   17.17
   7.07  145.89   25.15   17.85
   7.34  153.60   30.30   18.54
   7.61  160.27   34.91   19.23
   7.89  163.70   37.95   19.91
   8.16  167.07   38.12   20.60
   8.43  167.86   35.04   21.29
   8.70  165.40   27.24   21.97
   8.97  155.20   15.82   22.66
   9.25  138.00    7.29   23.35
   9.52  132.98    6.72   24.03
   9.79  124.51   11.04   24.72
  10.06  115.01   16.61   25.41
  10.33  105.41   21.62   26.09
  10.61   93.48   26.14   26.78
  10.88   79.05   28.84   27.47
  11.15   67.80   29.45   28.15
  11.42   57.77   26.16   28.84
  11.69   50.67   20.64   29.53
  11.97   42.06   17.45   30.21
  12.24   34.06   13.60   30.90
  12.51   26.21    8.65   31.59
  12.78   18.70    6.53   32.28
  13.05   13.03    6.36   32.96
  13.32   10.07    7.08   33.65
  13.60    6.53    7.06   34.34
  13.87    3.34    6.56   35.02
  14.14    1.45    6.14   35.71
  14.41   -0.13    5.77   36.40
