# Fit results:
# amplitude = 7.4074
# peak_pos[pc] = 17.5194
# width_left[pc] = 6.8141
# width_right[pc] = 0.6056
# chi_sq = 0.581
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   7.58   -0.43    2.58   19.13
   7.85    0.07    1.84   19.82
   8.12   -0.31    1.95   20.50
   8.39    0.30    2.33   21.18
   8.66    1.16    2.56   21.87
   8.93    1.36    2.82   22.55
   9.20    2.39    3.12   23.23
   9.47    3.00    3.33   23.92
   9.74    2.97    3.33   24.60
  10.01    3.24    3.20   25.28
  10.28    3.92    2.85   25.97
  10.55    4.47    2.38   26.65
  10.82    4.68    2.00   27.33
  11.10    4.17    2.03   28.02
  11.37    2.66    2.46   28.70
  11.64    3.11    2.97   29.39
  11.91    3.83    3.18   30.07
  12.18    4.51    2.73   30.75
  12.45    4.57    1.62   31.44
  12.72    4.17    1.04   32.12
  12.99    4.38    1.21   32.80
  13.26    4.70    1.62   33.49
  13.53    4.59    2.02   34.17
  13.80    4.68    2.30   34.85
  14.07    5.37    2.39   35.54
  14.34    6.18    2.33   36.22
  14.61    6.38    2.52   36.90
  14.88    6.28    2.64   37.59
  15.15    6.01    2.44   38.27
  15.43    6.48    2.21   38.95
  15.70    6.90    2.23   39.64
  15.97    7.38    2.41   40.32
  16.24    7.60    2.59   41.00
  16.51    8.03    2.81   41.69
  16.78    7.63    3.22   42.37
  17.05    6.78    3.62   43.05
  17.32    5.63    3.84   43.74
  17.59    4.55    3.62   44.42
  17.86    3.61    2.95   45.10
  18.13    2.97    2.67   45.79
  18.40    1.95    3.15   46.47
  18.67    0.90    6.97   47.15
  18.94    0.02    9.23   47.84
