# Fit results:
# amplitude = 61.8429
# peak_pos[pc] = 2.3271
# width_left[pc] = 0.6037
# width_right[pc] = 4.7631
# chi_sq = 94.963
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.08    5.52    0.00
   0.27   -1.12    5.76    0.68
   0.54    3.20    6.37    1.36
   0.81    6.88    7.17    2.04
   1.08   12.34    8.11    2.72
   1.34   19.59    9.02    3.39
   1.61   28.61    9.55    4.07
   1.88   36.27   10.45    4.75
   2.15   46.24   12.46    5.43
   2.42   54.31   15.46    6.11
   2.69   64.43   18.78    6.79
   2.96   69.75   21.51    7.47
   3.23   72.71   23.34    8.15
   3.49   69.87   23.70    8.83
   3.76   67.45   22.22    9.50
   4.03   57.63   18.65   10.18
   4.30   50.18   14.21   10.86
   4.57   44.39   10.58   11.54
   4.84   38.71    9.59   12.22
   5.11   31.91   10.98   12.90
   5.38   31.02   12.68   13.58
   5.65   33.01   14.09   14.26
   5.91   34.44   14.78   14.94
   6.18   33.86   14.64   15.61
   6.45   30.51   13.89   16.29
   6.72   25.49   12.62   16.97
   6.99   19.95   11.14   17.65
   7.26   16.13    9.46   18.33
   7.53   13.13    7.48   19.01
   7.80   10.64    5.63   19.69
   8.07    9.02    4.49   20.37
   8.33    7.91    3.70   21.05
   8.60    7.46    2.93   21.72
   8.87    6.50    2.40   22.40
   9.14    7.01    2.21   23.08
   9.41    7.33    2.67   23.76
   9.68    7.37    3.51   24.44
   9.95    8.58    4.38   25.12
  10.22    9.75    5.18   25.80
  10.48   10.95    5.73   26.48
  10.75   12.87    5.87   27.16
  11.02   13.87    5.75   27.83
  11.29   15.06    5.76   28.51
  11.56   16.48    5.70   29.19
  11.83   17.01    5.75   29.87
  12.10   17.88    6.50   30.55
  12.37   20.28    7.76   31.23
  12.64   19.98    8.73   31.91
  12.90   20.26    9.12   32.59
  13.17   20.77    8.96   33.27
  13.44   19.43    8.48   33.94
  13.71   17.80    7.97   34.62
  13.98   16.77    7.64   35.30
  14.25   15.08    7.51   35.98
  14.52   13.28    7.62   36.66
  14.79   10.18    7.94   37.34
  15.05    9.50    8.57   38.02
  15.32    9.75    9.35   38.70
  15.59   11.40   10.13   39.38
  15.86   13.28   11.03   40.05
  16.13   15.06   12.02   40.73
  16.40   17.09   12.90   41.41
  16.67   18.42   13.56   42.09
  16.94   18.78   14.09   42.77
  17.21   17.77   14.96   43.45
  17.47   16.11   16.35   44.13
  17.74   13.63   18.33   44.81
  18.01   10.12   20.58   45.49
  18.28    8.09   22.76   46.16
  18.55    5.94   24.46   46.84
  18.82    3.92   25.16   47.52
  19.09    2.25   24.72   48.20
  19.36    0.86   23.05   48.88
  19.63   -0.16   20.49   49.56
