# Fit results:
# amplitude = 36.2696
# peak_pos[pc] = 12.9442
# width_left[pc] = 4.2543
# width_right[pc] = 3.5602
# chi_sq = 5.938
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -0.46    4.00    0.00
   0.27    0.01    5.46    0.68
   0.54    0.45    6.27    1.37
   0.81    0.46    6.63    2.05
   1.08    0.40    6.60    2.73
   1.35    0.35    6.36    3.41
   1.62   -0.08    5.88    4.10
   1.89   -0.66    5.21    4.78
   2.16   -0.40    4.66    5.46
   2.43   -0.40    4.55    6.14
   2.70   -0.38    4.68    6.83
   2.97    0.45    4.89    7.51
   3.24    2.01    5.14    8.19
   3.51    2.98    5.36    8.87
   3.78    3.88    5.58    9.56
   4.05    5.46    5.93   10.24
   4.33    6.24    6.43   10.92
   4.60    6.32    6.74   11.60
   4.87    5.85    6.65   12.29
   5.14    4.75    6.33   12.97
   5.41    3.74    5.74   13.65
   5.68    3.42    5.18   14.33
   5.95    2.54    4.89   15.02
   6.22    2.14    5.03   15.70
   6.49    3.10    5.46   16.38
   6.76    4.01    5.61   17.07
   7.03    3.97    5.77   17.75
   7.30    5.70    5.94   18.43
   7.57    8.45    6.30   19.11
   7.84    9.35    6.87   19.80
   8.11   10.20    7.24   20.48
   8.38   11.19    7.22   21.16
   8.65   12.89    6.79   21.84
   8.92   14.70    6.25   22.53
   9.19   16.18    5.82   23.21
   9.46   18.90    5.69   23.89
   9.73   21.82    5.76   24.57
  10.00   25.90    5.67   25.26
  10.27   28.13    5.53   25.94
  10.54   30.16    6.02   26.62
  10.81   32.18    7.69   27.30
  11.08   33.60   10.55   27.99
  11.35   33.70   14.30   28.67
  11.62   33.23   17.80   29.35
  11.89   31.86   19.95   30.03
  12.16   30.20   20.34   30.72
  12.43   28.81   20.25   31.40
  12.70   28.36   19.08   32.08
  12.98   29.33   17.07   32.77
  13.25   30.64   14.46   33.45
  13.52   32.35   11.83   34.13
  13.79   33.71   10.02   34.81
  14.06   31.26    9.12   35.50
  14.33   27.58    8.96   36.18
  14.60   26.53    9.50   36.86
  14.87   25.34   10.67   37.54
  15.14   24.47   11.81   38.23
  15.41   23.98   11.81   38.91
  15.68   22.62   10.90   39.59
  15.95   20.52    9.02   40.27
  16.22   17.96    7.28   40.96
  16.49   15.00    6.44   41.64
  16.76   12.13    6.15   42.32
  17.03    7.42    6.15   43.00
  17.30    3.12    6.12   43.69
  17.57    1.92    6.00   44.37
  17.84    0.67    5.59   45.05
  18.11   -0.13    5.36   45.73
