# Fit results:
# amplitude = 129.1329
# peak_pos[pc] = 4.3570
# width_left[pc] = 1.6700
# width_right[pc] = 5.3009
# chi_sq = 56.297
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.77    7.98    0.00
   0.27   -0.08    6.80    0.68
   0.54    1.85    6.80    1.36
   0.81    5.05    7.20    2.04
   1.08    9.93    7.00    2.72
   1.35   15.63    6.56    3.40
   1.61   22.91    5.62    4.08
   1.88   30.40    5.67    4.76
   2.15   36.02    7.24    5.44
   2.42   41.83   12.97    6.12
   2.69   46.99   22.91    6.79
   2.96   53.88   39.05    7.47
   3.23   62.41   56.06    8.15
   3.50   89.27   66.93    8.83
   3.77  110.50   75.04    9.51
   4.04  122.12   79.05   10.19
   4.31  140.48   79.92   10.87
   4.57  166.65   73.56   11.55
   4.84  164.67   62.40   12.23
   5.11  150.38   48.61   12.91
   5.38  137.79   33.86   13.59
   5.65  122.91   16.45   14.27
   5.92  122.83    4.31   14.95
   6.19  107.51    9.15   15.63
   6.46   94.68   15.12   16.31
   6.73   86.98   17.68   16.99
   7.00   81.10   18.27   17.67
   7.26   79.95   15.07   18.35
   7.53   77.66   12.24   19.02
   7.80   74.12    9.35   19.70
   8.07   65.31    6.73   20.38
   8.34   62.90    6.63   21.06
   8.61   62.94    6.71   21.74
   8.88   62.16    7.49   22.42
   9.15   59.45   12.50   23.10
   9.42   58.98   16.79   23.78
   9.69   59.83   20.70   24.46
   9.96   57.01   23.78   25.14
  10.22   49.13   26.28   25.82
  10.49   44.05   26.34   26.50
  10.76   38.62   23.50   27.18
  11.03   34.45   21.47   27.86
  11.30   29.48   19.48   28.54
  11.57   25.21   17.66   29.22
  11.84   20.69   15.72   29.90
  12.11   16.65   13.88   30.58
  12.38   12.27   12.37   31.26
  12.65    8.74   10.64   31.93
  12.92    6.38    8.58   32.61
  13.18    5.69    6.56   33.29
  13.45    6.11    4.73   33.97
  13.72    5.87    4.36   34.65
  13.99    4.52    5.03   35.33
  14.26    2.47    7.02   36.01
  14.53    0.45    7.67   36.69
