# Fit results:
# amplitude = 131.1942
# peak_pos[pc] = 7.1009
# width_left[pc] = 2.7791
# width_right[pc] = 4.2529
# chi_sq = 72.815
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -2.70    1.49    0.00
   0.27   -0.20    2.04    0.68
   0.54    2.90    2.92    1.37
   0.81    4.65    4.13    2.05
   1.08    7.28    5.81    2.74
   1.36   10.40    7.63    3.42
   1.63   13.66    9.23    4.11
   1.90   17.86   10.46    4.79
   2.17   23.10   11.23    5.48
   2.44   27.28   11.03    6.16
   2.71   30.05    9.85    6.85
   2.98   32.55    7.85    7.53
   3.25   35.31    5.16    8.22
   3.53   37.28    3.23    8.90
   3.80   40.32    3.36    9.59
   4.07   43.03    3.85   10.27
   4.34   46.52    4.12   10.96
   4.61   50.53    4.58   11.64
   4.88   60.93    6.18   12.33
   5.15   77.65   10.73   13.01
   5.42   95.76   16.31   13.70
   5.70  112.65   21.51   14.38
   5.97  126.30   28.00   15.07
   6.24  142.18   34.99   15.75
   6.51  155.95   38.56   16.44
   6.78  166.04   36.26   17.12
   7.05  165.86   30.53   17.81
   7.32  159.10   24.26   18.49
   7.59  147.55   18.23   19.18
   7.87  134.24   13.22   19.86
   8.14  122.43    9.71   20.55
   8.41  109.98    8.33   21.23
   8.68   98.89    9.30   21.92
   8.95   89.70   11.64   22.60
   9.22   83.50   14.57   23.29
   9.49   74.88   17.22   23.97
   9.76   67.94   19.30   24.66
  10.04   62.24   19.92   25.34
  10.31   56.26   19.35   26.03
  10.58   50.42   17.43   26.71
  10.85   47.77   13.66   27.40
  11.12   45.28   10.18   28.08
  11.39   42.73    7.84   28.77
  11.66   40.42    6.01   29.45
  11.93   37.25    4.38   30.14
  12.21   33.83    3.39   30.82
  12.48   28.89    3.28   31.51
  12.75   25.68    3.56   32.19
  13.02   22.11    3.56   32.88
  13.29   18.64    3.95   33.56
  13.56   15.79    4.87   34.25
  13.83   13.78    5.83   34.93
  14.10   11.96    6.62   35.62
  14.37   10.37    7.30   36.30
  14.65    9.61    7.63   36.99
  14.92    7.76    7.22   37.67
  15.19    3.69    6.18   38.36
  15.46    0.04    4.84   39.04
