# Fit results:
# amplitude = 16.5565
# peak_pos[pc] = 15.8179
# width_left[pc] = 4.7661
# width_right[pc] = 14.7317
# chi_sq = 1.295
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   8.66   -0.35    0.97   21.87
   8.93    0.11    1.44   22.55
   9.20    1.38    1.61   23.23
   9.47    2.67    1.60   23.92
   9.74    3.12    1.46   24.60
  10.01    3.55    1.39   25.28
  10.28    5.40    1.48   25.97
  10.55    6.70    1.42   26.65
  10.82    7.42    1.16   27.33
  11.10    8.25    1.09   28.02
  11.37    8.77    1.39   28.70
  11.64    9.19    1.52   29.39
  11.91    9.45    1.23   30.07
  12.18    9.73    1.07   30.75
  12.45    9.91    1.12   31.44
  12.72   10.57    1.02   32.12
  12.99   11.04    0.92   32.80
  13.26   12.20    0.91   33.49
  13.53   12.99    1.17   34.17
  13.80   13.34    1.44   34.85
  14.07   14.05    1.27   35.54
  14.34   15.05    0.97   36.22
  14.61   16.03    0.88   36.90
  14.88   16.34    1.12   37.59
  15.15   16.28    1.38   38.27
  15.43   16.18    1.71   38.95
  15.70   16.14    1.78   39.64
  15.97   16.81    1.90   40.32
  16.24   16.79    2.38   41.00
  16.51   15.98    2.88   41.69
  16.78   15.65    3.36   42.37
  17.05   15.80    3.76   43.05
  17.32   16.41    6.68   43.74
  17.59   15.35    9.16   44.42
  17.86   15.56   10.86   45.10
  18.13   16.50   12.22   45.79
  18.40   17.09   13.22   46.47
  18.67   11.86   13.51   47.15
  18.94   -4.01   14.25   47.84
