# Fit results:
# amplitude = 134.2412
# peak_pos[pc] = 14.4596
# width_left[pc] = 3.0639
# width_right[pc] = 3.6328
# chi_sq = 12.113
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   6.96   -1.49    4.24   17.59
   7.23   -0.22    5.24   18.26
   7.50    1.71    6.69   18.94
   7.77    3.92    8.10   19.62
   8.04    6.09    9.22   20.29
   8.30    7.48    9.89   20.97
   8.57   10.12   10.20   21.65
   8.84   12.77   11.05   22.32
   9.11   15.46   12.09   23.00
   9.38   18.19   12.55   23.68
   9.64   21.51   12.16   24.35
   9.91   25.08   11.48   25.03
  10.18   27.87   10.66   25.71
  10.45   33.75   10.48   26.38
  10.72   39.66   11.10   27.06
  10.98   43.41   11.68   27.74
  11.25   52.36   11.94   28.41
  11.52   63.31   14.94   29.09
  11.79   70.25   19.92   29.76
  12.05   73.30   24.55   30.44
  12.32   84.96   28.11   31.12
  12.59   95.38   35.88   31.79
  12.86  106.16   44.45   32.47
  13.13  120.62   49.37   33.15
  13.39  124.67   52.57   33.82
  13.66  127.27   57.02   34.50
  13.93  144.66   60.75   35.18
  14.20  141.35   61.88   35.85
  14.47  140.40   61.78   36.53
  14.73  137.78   62.68   37.21
  15.00  134.95   62.69   37.88
  15.27  127.05   57.33   38.56
  15.54  120.02   48.90   39.24
  15.81  113.60   41.33   39.91
  16.07  100.48   36.62   40.59
  16.34   87.94   32.05   41.26
  16.61   75.06   26.03   41.94
  16.88   67.24   20.26   42.62
  17.14   60.45   15.78   43.29
  17.41   52.90   13.14   43.97
  17.68   49.42   12.34   44.65
  17.95   44.65   12.62   45.32
  18.22   39.77   12.79   46.00
  18.48   35.22   12.21   46.68
  18.75   31.81   11.26   47.35
  19.02   29.00   10.27   48.03
  19.29   24.83    9.05   48.71
  19.56   20.84    7.85   49.38
  19.82   18.09    6.91   50.06
  20.09   13.18    6.17   50.74
  20.36   10.28    5.05   51.41
  20.63    7.74    3.78   52.09
  20.89    6.10    2.80   52.76
  21.16    4.77    2.29   53.44
  21.43    2.99    2.38   54.12
  21.70    1.39    2.57   54.79
  21.97    0.12    2.60   55.47
