# Fit results:
# amplitude = 54.9379
# peak_pos[pc] = 12.1380
# width_left[pc] = 6.6966
# width_right[pc] = 4.1826
# chi_sq = 6.780
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.18    4.67    0.00
   0.27    0.15    4.84    0.68
   0.54    1.03    4.97    1.35
   0.80    2.09    5.09    2.03
   1.07    3.33    5.32    2.71
   1.34    4.98    5.52    3.39
   1.61    6.10    5.56    4.06
   1.88    6.58    5.44    4.74
   2.15    6.20    5.06    5.42
   2.41    5.77    4.46    6.09
   2.68    5.57    3.92    6.77
   2.95    6.19    3.77    7.45
   3.22    7.40    3.92    8.13
   3.49    8.29    4.27    8.80
   3.75    9.91    4.55    9.48
   4.02   11.36    4.60   10.16
   4.29   13.12    4.58   10.84
   4.56   15.04    4.48   11.51
   4.83   16.50    4.09   12.19
   5.10   18.26    3.54   12.87
   5.36   20.41    3.14   13.54
   5.63   22.78    3.15   14.22
   5.90   25.75    3.50   14.90
   6.17   27.87    3.88   15.58
   6.44   30.19    3.63   16.25
   6.70   33.67    2.76   16.93
   6.97   37.18    3.55   17.61
   7.24   40.30    6.44   18.28
   7.51   40.27    9.39   18.96
   7.78   41.20   11.27   19.64
   8.05   41.52   12.65   20.32
   8.31   43.21   13.51   20.99
   8.58   44.93   13.79   21.67
   8.85   46.54   13.56   22.35
   9.12   47.92   12.86   23.02
   9.39   49.01   11.87   23.70
   9.65   48.61   10.35   24.38
   9.92   47.85    8.67   25.06
  10.19   48.27    7.33   25.73
  10.46   47.17    6.55   26.41
  10.73   47.68    5.98   27.09
  11.00   46.17    5.51   27.77
  11.26   47.79    5.55   28.44
  11.53   48.22    6.73   29.12
  11.80   51.04    8.61   29.80
  12.07   51.42   10.94   30.47
  12.34   52.89   13.17   31.15
  12.60   55.52   15.07   31.83
  12.87   54.93   16.46   32.51
  13.14   54.08   17.04   33.18
  13.41   54.72   15.87   33.86
  13.68   54.45   14.12   34.54
  13.94   53.18   12.15   35.21
  14.21   47.66    9.79   35.89
  14.48   43.75    7.62   36.57
  14.75   38.36    6.12   37.25
  15.02   33.56    5.22   37.92
  15.29   27.68    4.61   38.60
  15.55   24.42    4.00   39.28
  15.82   20.67    3.38   39.95
  16.09   18.82    2.92   40.63
  16.36   17.08    2.66   41.31
  16.63   15.18    2.55   41.99
  16.89   13.89    2.36   42.66
  17.16   12.75    2.00   43.34
  17.43   11.12    1.90   44.02
  17.70    9.48    2.08   44.70
  17.97    8.56    2.32   45.37
  18.24    7.88    2.75   46.05
  18.50    6.19    3.00   46.73
  18.77    5.14    2.82   47.40
  19.04    4.13    2.64   48.08
  19.31    3.75    2.70   48.76
  19.58    2.96    2.74   49.44
  19.84    2.19    2.82   50.11
  20.11    1.82    2.80   50.79
  20.38    0.83    2.75   51.47
  20.65    0.56    2.55   52.14
  20.92   -0.05    1.96   52.82
