# Fit results:
# amplitude = 16.2611
# peak_pos[pc] = 1.1616
# width_left[pc] = 0.6053
# width_right[pc] = 10.8409
# chi_sq = 13.509
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -5.83    5.09    0.00
   0.27   -0.79    6.67    0.68
   0.54    6.62    7.86    1.36
   0.81   13.16    9.07    2.03
   1.07   17.12    9.91    2.71
   1.34   22.45   11.17    3.39
   1.61   27.42   13.12    4.07
   1.88   28.78   15.50    4.75
   2.15   29.26   17.40    5.43
   2.42   29.13   19.16    6.10
   2.69   32.47   18.98    6.78
   2.95   31.60   16.82    7.46
   3.22   31.07   14.06    8.14
   3.49   27.04   10.54    8.82
   3.76   22.17    7.94    9.50
   4.03   20.58    6.05   10.17
   4.30   19.67    4.53   10.85
   4.57   17.86    3.05   11.53
   4.83   15.91    2.65   12.21
   5.10   13.86    2.17   12.89
   5.37   10.75    1.80   13.56
   5.64    8.81    1.85   14.24
   5.91    7.64    1.93   14.92
   6.18    6.76    2.14   15.60
   6.45    7.20    2.52   16.28
   6.71    6.47    2.68   16.96
   6.98    5.76    2.32   17.63
   7.25    5.81    1.73   18.31
   7.52    5.73    1.56   18.99
   7.79    6.02    2.24   19.67
   8.06    6.81    3.05   20.35
   8.33    7.76    3.80   21.03
   8.59    9.29    4.58   21.70
   8.86    9.85    5.47   22.38
   9.13    9.37    5.86   23.06
   9.40    8.52    5.75   23.74
   9.67    7.89    5.08   24.42
   9.94    7.48    3.95   25.09
  10.21    7.19    2.64   25.77
  10.47    6.68    1.54   26.45
  10.74    6.72    1.05   27.13
  11.01    6.61    1.35   27.81
  11.28    7.21    1.65   28.49
  11.55    7.38    1.77   29.16
  11.82    7.38    1.82   29.84
  12.09    7.06    1.93   30.52
  12.35    6.57    1.96   31.20
  12.62    6.16    1.76   31.88
  12.89    6.20    1.38   32.56
  13.16    6.62    1.23   33.23
  13.43    7.07    1.14   33.91
  13.70    7.13    1.28   34.59
  13.97    6.83    1.71   35.27
  14.23    6.33    2.26   35.95
  14.50    6.43    2.48   36.62
  14.77    5.96    2.31   37.30
  15.04    5.50    2.01   37.98
  15.31    5.34    1.91   38.66
  15.58    4.70    2.09   39.34
  15.85    3.63    2.21   40.02
  16.11    3.01    2.18   40.69
  16.38    1.91    2.10   41.37
  16.65    1.00    2.32   42.05
  16.92    0.84    2.49   42.73
  17.19    0.60    2.49   43.41
  17.46   -0.02    2.53   44.09
  17.73   -0.16    2.62   44.76
  17.99   -0.28    2.63   45.44
  18.26   -0.38    2.45   46.12
