# Fit results:
# amplitude = 34.1085
# peak_pos[pc] = 5.1819
# width_left[pc] = 0.8958
# width_right[pc] = 0.6011
# chi_sq = 2.697
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   2.17   -1.22   30.60    5.47
   2.44    0.27   29.00    6.15
   2.71    1.50   25.70    6.84
   2.98    2.64   21.53    7.52
   3.25    5.37   16.95    8.21
   3.52    7.75   12.82    8.89
   3.79    9.69    9.59    9.57
   4.06   12.70    7.18   10.26
   4.33   15.77    5.52   10.94
   4.60   19.16    4.41   11.62
   4.87   22.00    3.68   12.31
   5.14   20.84    3.34   12.99
   5.42   18.37    3.55   13.68
   5.69   14.58    3.82   14.36
   5.96    9.55    3.91   15.04
   6.23    4.71    3.58   15.73
   6.50    1.57    2.98   16.41
   6.77   -0.57    2.32   17.09
   7.04   -1.72    1.91   17.78
   7.31   -1.59    2.03   18.46
   7.58   -1.83    2.01   19.15
   7.85   -2.06    2.15   19.83
   8.12   -1.52    2.50   20.51
   8.39   -1.36    2.91   21.20
