# Fit results:
# amplitude = 118.5880
# peak_pos[pc] = 5.1562
# width_left[pc] = 1.8997
# width_right[pc] = 5.6698
# chi_sq = 43.922
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -5.49    1.33    0.00
   0.27    0.35    3.05    0.69
   0.55    5.14    4.98    1.38
   0.82   10.28    5.69    2.07
   1.09   15.12    5.45    2.75
   1.36   16.23    4.90    3.44
   1.64   16.52    4.61    4.13
   1.91   17.88    4.29    4.82
   2.18   22.59    3.59    5.51
   2.45   28.64    3.91    6.20
   2.73   36.49    4.95    6.89
   3.00   46.70    6.09    7.57
   3.27   56.08    5.93    8.26
   3.54   66.39    4.13    8.95
   3.82   80.75    4.06    9.64
   4.09   95.34    5.88   10.33
   4.36  104.30    6.43   11.02
   4.64  110.93    6.16   11.71
   4.91  120.82    6.53   12.39
   5.18  128.49    8.94   13.08
   5.45  129.31   12.24   13.77
   5.73  126.90   16.45   14.46
   6.00  120.99   22.90   15.15
   6.27  114.18   29.55   15.84
   6.54  104.99   31.34   16.53
   6.82   88.86   29.39   17.21
   7.09   79.62   21.17   17.90
   7.36   75.57   13.35   18.59
   7.64   72.23    8.20   19.28
   7.91   72.81    8.54   19.97
   8.18   75.37   10.70   20.66
   8.45   80.17   12.76   21.35
   8.73   73.84   12.82   22.03
   9.00   67.87   11.96   22.72
   9.27   63.83    6.51   23.41
   9.54   64.00    3.23   24.10
   9.82   58.53    6.10   24.79
  10.09   58.57    8.75   25.48
  10.36   59.13   11.11   26.17
  10.63   56.69   12.70   26.86
  10.91   50.33   13.39   27.54
  11.18   44.24   13.41   28.23
  11.45   38.32   13.17   28.92
  11.73   33.67   13.09   29.61
  12.00   29.08   11.49   30.30
  12.27   23.70    9.82   30.99
  12.54   18.20    6.84   31.68
  12.82   12.26    4.12   32.36
  13.09   10.57    2.99   33.05
  13.36   11.50    4.74   33.74
  13.63    9.72    7.85   34.43
  13.91    8.33    7.79   35.12
  14.18    4.74    5.76   35.81
  14.45    3.53    2.57   36.50
  14.72   -0.58    1.58   37.18
