# Fit results:
# amplitude = 50.3354
# peak_pos[pc] = 12.8131
# width_left[pc] = 8.4505
# width_right[pc] = 3.7303
# chi_sq = 4.962
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.38    4.53    0.00
   0.27    0.02    4.45    0.68
   0.54    1.36    4.34    1.36
   0.81    3.59    4.42    2.04
   1.08    5.17    4.55    2.72
   1.34    6.62    4.99    3.40
   1.61    7.75    5.36    4.07
   1.88    8.71    5.30    4.75
   2.15   10.01    4.88    5.43
   2.42   11.48    4.24    6.11
   2.69   11.46    3.39    6.79
   2.96   11.55    2.41    7.47
   3.23   13.08    1.63    8.15
   3.50   15.62    1.38    8.83
   3.76   17.89    1.84    9.51
   4.03   18.98    2.21   10.19
   4.30   20.02    2.39   10.86
   4.57   21.15    2.58   11.54
   4.84   22.62    2.81   12.22
   5.11   23.92    2.88   12.90
   5.38   24.59    2.83   13.58
   5.65   26.09    3.04   14.26
   5.92   30.19    3.83   14.94
   6.18   32.62    4.97   15.62
   6.45   35.25    6.27   16.30
   6.72   36.76    7.00   16.98
   6.99   38.37    6.67   17.65
   7.26   38.67    5.51   18.33
   7.53   38.18    3.68   19.01
   7.80   38.71    2.45   19.69
   8.07   37.84    2.02   20.37
   8.34   37.27    1.83   21.05
   8.60   37.46    1.42   21.73
   8.87   38.57    1.55   22.41
   9.14   40.14    2.77   23.09
   9.41   41.38    5.47   23.77
   9.68   41.22    9.37   24.44
   9.95   40.43   13.84   25.12
  10.22   41.29   18.66   25.80
  10.49   42.45   24.11   26.48
  10.76   43.72   30.71   27.16
  11.02   44.25   38.37   27.84
  11.29   44.26   43.81   28.52
  11.56   44.36   45.40   29.20
  11.83   44.80   45.02   29.88
  12.10   45.79   44.74   30.56
  12.37   47.26   44.31   31.23
  12.64   48.87   43.28   31.91
  12.91   49.89   40.97   32.59
  13.18   50.65   37.03   33.27
  13.44   50.76   32.78   33.95
  13.71   49.93   28.74   34.63
  13.98   48.34   24.32   35.31
  14.25   46.07   20.13   35.99
  14.52   43.13   16.62   36.67
  14.79   39.39   14.25   37.35
  15.06   34.90   12.67   38.02
  15.33   30.41   11.81   38.70
  15.60   26.93   11.18   39.38
  15.86   23.86   10.33   40.06
  16.13   21.15    9.16   40.74
  16.40   18.45    8.05   41.42
  16.67   15.63    7.13   42.10
  16.94   13.38    6.47   42.78
  17.21   11.32    5.93   43.46
  17.48    9.61    5.52   44.14
  17.75    8.01    5.27   44.81
  18.02    6.76    5.18   45.49
  18.28    5.79    5.02   46.17
  18.55    4.63    4.67   46.85
  18.82    4.27    4.25   47.53
  19.09    3.28    3.71   48.21
  19.36    2.67    3.09   48.89
  19.63    2.84    2.61   49.57
  19.90    1.83    2.43   50.25
  20.17    1.56    2.43   50.93
  20.44    1.30    2.58   51.60
  20.70    0.45    2.71   52.28
  20.97    0.46    2.71   52.96
  21.24    0.31    2.69   53.64
