# Fit results:
# amplitude = 80.6713
# peak_pos[pc] = 16.9089
# width_left[pc] = 11.0727
# width_right[pc] = 4.8702
# chi_sq = 15.149
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.23    6.86    0.00
   0.27   -0.52    7.04    0.68
   0.54    1.76    7.08    1.35
   0.80    2.52    6.72    2.03
   1.07    4.45    6.42    2.70
   1.34    5.32    6.13    3.38
   1.61    6.96    6.11    4.05
   1.87    9.74    6.21    4.73
   2.14   12.83    6.55    5.40
   2.41   15.75    7.34    6.08
   2.68   16.86    8.15    6.76
   2.94   18.21    8.88    7.43
   3.21   19.48    9.34    8.11
   3.48   21.44    9.56    8.78
   3.75   24.45    9.51    9.46
   4.01   26.08    9.09   10.13
   4.28   27.62    8.41   10.81
   4.55   28.53    7.57   11.48
   4.82   30.75    6.59   12.16
   5.08   32.46    5.73   12.83
   5.35   32.28    5.36   13.51
   5.62   32.81    5.32   14.19
   5.89   34.33    5.59   14.86
   6.15   35.62    5.94   15.54
   6.42   37.20    6.33   16.21
   6.69   39.54    6.72   16.89
   6.96   40.01    7.21   17.56
   7.22   42.75    7.71   18.24
   7.49   45.25    8.15   18.91
   7.76   47.85    8.62   19.59
   8.03   48.54    9.10   20.27
   8.29   48.87    9.52   20.94
   8.56   49.10    9.95   21.62
   8.83   48.82   10.50   22.29
   9.10   48.61   11.25   22.97
   9.36   48.57   12.12   23.64
   9.63   48.82   12.90   24.32
   9.90   49.57   13.49   24.99
  10.17   50.73   13.93   25.67
  10.43   52.17   14.32   26.35
  10.70   53.79   14.67   27.02
  10.97   55.66   14.99   27.70
  11.24   57.92   14.93   28.37
  11.50   59.69   14.80   29.05
  11.77   61.15   14.48   29.72
  12.04   62.39   14.21   30.40
  12.31   63.15   14.23   31.07
  12.57   63.41   14.19   31.75
  12.84   63.38   14.51   32.42
  13.11   64.68   14.83   33.10
  13.38   67.82   14.89   33.78
  13.64   71.55   14.88   34.45
  13.91   74.53   14.32   35.13
  14.18   76.35   13.97   35.80
  14.45   78.04   13.48   36.48
  14.71   80.24   12.79   37.15
  14.98   82.29   12.52   37.83
  15.25   83.90   12.64   38.50
  15.52   84.46   13.20   39.18
  15.78   83.96   14.05   39.86
  16.05   83.08   15.23   40.53
  16.32   83.86   16.58   41.21
  16.59   84.53   17.86   41.88
  16.85   84.81   19.09   42.56
  17.12   84.79   19.81   43.23
  17.39   83.87   19.19   43.91
  17.66   82.60   17.71   44.58
  17.92   80.89   15.56   45.26
  18.19   77.98   13.52   45.94
  18.46   70.63   11.74   46.61
  18.73   65.11   10.37   47.29
  18.99   60.09    9.40   47.96
  19.26   55.97    8.51   48.64
  19.53   50.89    7.46   49.31
  19.80   49.16    7.11   49.99
  20.06   45.83    7.18   50.66
  20.33   43.33    7.61   51.34
  20.60   40.56    8.16   52.01
  20.87   38.11    8.80   52.69
  21.13   35.10    9.13   53.37
  21.40   32.43    9.21   54.04
  21.67   29.36    9.26   54.72
  21.94   26.84    9.00   55.39
  22.20   24.90    8.68   56.07
  22.47   22.23    8.53   56.74
  22.74   19.83    8.59   57.42
  23.01   17.31    8.87   58.09
  23.27   14.95    9.02   58.77
  23.54   13.08    8.86   59.45
  23.81   11.60    8.15   60.12
  24.08    9.76    7.31   60.80
  24.34    7.33    6.43   61.47
  24.61    5.75    5.47   62.15
  24.88    4.60    4.75   62.82
  25.15    3.88    4.20   63.50
  25.41    3.06    3.81   64.17
  25.68    1.97    3.51   64.85
  25.95    1.33    3.23   65.52
  26.22    0.45    3.04   66.20
  26.48    0.07    2.92   66.88
