# Fit results:
# amplitude = 254.6564
# peak_pos[pc] = 7.6324
# width_left[pc] = 1.0495
# width_right[pc] = 3.1923
# chi_sq = 28.638
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.80   11.32    0.00
   0.27    0.56   11.77    0.68
   0.54    1.24   11.46    1.37
   0.81    0.33   10.18    2.05
   1.08   -0.36    8.43    2.74
   1.36    0.52    6.79    3.42
   1.63    2.00    5.42    4.11
   1.90    3.62    4.33    4.79
   2.17    6.73    3.32    5.48
   2.44    8.04    2.31    6.16
   2.71    7.74    1.69    6.85
   2.98    7.16    1.57    7.53
   3.25    7.13    2.29    8.22
   3.52    7.50    3.75    8.90
   3.80    7.94    5.27    9.58
   4.07    9.04    6.77   10.27
   4.34   11.02    8.42   10.95
   4.61   12.93   10.22   11.64
   4.88   16.68   13.01   12.32
   5.15   21.62   17.90   13.01
   5.42   26.47   25.46   13.69
   5.69   35.34   35.26   14.38
   5.96   50.42   51.24   15.06
   6.24   65.31   74.97   15.75
   6.51   95.24  100.01   16.43
   6.78  134.82  120.61   17.12
   7.05  170.60  134.75   17.80
   7.32  216.86  144.17   18.48
   7.59  254.84  145.48   19.17
   7.86  278.73  134.72   19.85
   8.13  256.12  113.89   20.54
   8.40  231.40   90.49   21.22
   8.68  210.48   72.26   21.91
   8.95  190.33   59.81   22.59
   9.22  167.61   52.31   23.28
   9.49  146.82   51.68   23.96
   9.76  141.47   54.69   24.65
  10.03  127.30   55.88   25.33
  10.30  126.71   54.43   26.01
  10.57  111.00   50.67   26.70
  10.84   96.08   42.47   27.38
  11.12   81.94   31.03   28.07
  11.39   61.96   21.62   28.75
  11.66   49.88   16.35   29.44
  11.93   41.22   13.06   30.12
  12.20   31.47   10.30   30.81
  12.47   23.24    8.61   31.49
  12.74   19.76    7.64   32.18
  13.01   15.76    6.80   32.86
  13.28   13.49    6.00   33.55
  13.56   11.43    5.34   34.23
  13.83    9.82    4.63   34.91
  14.10    9.04    3.53   35.60
  14.37    6.37    2.64   36.28
  14.64    3.40    2.03   36.97
  14.91    1.40    1.48   37.65
  15.18   -0.21    1.33   38.34
  15.45   -0.48    1.95   39.02
  15.72   -0.18    2.74   39.71
