# Fit results:
# amplitude = 53.0763
# peak_pos[pc] = 17.2385
# width_left[pc] = 10.8845
# width_right[pc] = 4.4309
# chi_sq = 2.044
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -1.57    4.35    0.00
   0.27   -0.15    4.47    0.67
   0.53    1.73    4.07    1.35
   0.80    3.32    3.75    2.02
   1.07    4.36    3.45    2.69
   1.33    5.20    3.39    3.37
   1.60    6.12    3.48    4.04
   1.87    7.17    3.71    4.71
   2.13    8.35    4.06    5.38
   2.40    8.91    4.35    6.06
   2.67    9.42    4.39    6.73
   2.93   10.01    4.40    7.40
   3.20   10.08    4.52    8.08
   3.47   11.16    4.73    8.75
   3.73   11.90    4.78    9.42
   4.00   12.92    4.75   10.10
   4.26   14.27    4.69   10.77
   4.53   15.75    4.57   11.44
   4.80   17.23    4.44   12.12
   5.06   18.76    4.06   12.79
   5.33   19.20    3.64   13.46
   5.60   19.20    3.25   14.13
   5.86   19.15    3.06   14.81
   6.13   20.34    2.94   15.48
   6.40   21.64    3.15   16.15
   6.66   22.39    3.62   16.83
   6.93   22.89    4.08   17.50
   7.20   23.87    4.59   18.17
   7.46   25.28    5.33   18.85
   7.73   26.54    6.15   19.52
   8.00   27.67    6.95   20.19
   8.26   28.72    7.77   20.87
   8.53   30.12    8.98   21.54
   8.80   30.18   10.48   22.21
   9.06   31.67   12.06   22.88
   9.33   32.67   13.58   23.56
   9.60   34.17   14.63   24.23
   9.86   35.37   15.75   24.90
  10.13   36.16   16.05   25.58
  10.40   37.32   15.07   26.25
  10.66   38.36   13.28   26.92
  10.93   38.28   11.66   27.60
  11.19   38.25    9.79   28.27
  11.46   40.20    7.58   28.94
  11.73   41.59    5.67   29.62
  11.99   44.19    4.98   30.29
  12.26   44.46    4.56   30.96
  12.53   45.32    4.46   31.64
  12.79   46.18    4.65   32.31
  13.06   47.75    5.03   32.98
  13.33   48.79    5.55   33.65
  13.59   47.49    5.46   34.33
  13.86   47.50    5.18   35.00
  14.13   49.54    4.91   35.67
  14.39   50.72    4.61   36.35
  14.66   50.96    4.32   37.02
  14.93   50.99    4.15   37.69
  15.19   50.41    3.92   38.37
  15.46   51.94    3.89   39.04
  15.73   51.35    3.91   39.71
  15.99   50.45    3.72   40.39
  16.26   50.10    3.67   41.06
  16.53   50.33    3.79   41.73
  16.79   50.79    4.03   42.40
  17.06   51.76    3.86   43.08
  17.33   51.78    3.49   43.75
  17.59   51.63    3.16   44.42
  17.86   51.54    3.48   45.10
  18.12   49.67    3.62   45.77
  18.39   48.46    3.82   46.44
  18.66   45.66    4.27   47.12
  18.92   43.26    4.73   47.79
  19.19   41.27    4.74   48.46
  19.46   37.44    4.32   49.14
  19.72   35.48    3.84   49.81
  19.99   32.96    3.67   50.48
  20.26   29.68    3.28   51.15
  20.52   27.11    2.74   51.83
  20.79   24.09    2.72   52.50
  21.06   22.59    2.86   53.17
  21.32   20.75    3.38   53.85
  21.59   18.92    3.94   54.52
  21.86   16.61    4.39   55.19
  22.12   15.28    4.84   55.87
  22.39   13.30    4.75   56.54
  22.66   10.33    4.53   57.21
  22.92    7.19    4.35   57.89
  23.19    3.99    4.39   58.56
  23.46   -0.13    4.82   59.23
