# Fit results:
# amplitude = 130.2019
# peak_pos[pc] = 14.1718
# width_left[pc] = 2.7516
# width_right[pc] = 3.5753
# chi_sq = 18.651
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   6.70   -1.49    4.18   16.93
   6.97    0.46    4.18   17.60
   7.24    1.03    4.13   18.28
   7.51    1.40    4.04   18.96
   7.77    1.84    4.39   19.63
   8.04    2.35    5.48   20.31
   8.31    4.86    6.89   20.99
   8.58    8.34    8.60   21.66
   8.85   13.06   10.05   22.34
   9.12   16.74   11.07   23.02
   9.38   18.84   11.72   23.70
   9.65   23.02   11.45   24.37
   9.92   24.59   10.94   25.05
  10.19   27.42   10.94   25.73
  10.46   29.90   11.38   26.40
  10.72   38.08   12.49   27.08
  10.99   43.17   14.74   27.76
  11.26   48.64   18.98   28.43
  11.53   55.06   22.78   29.11
  11.80   61.13   26.42   29.79
  12.06   73.30   29.17   30.47
  12.33   84.99   35.46   31.14
  12.60   90.52   39.40   31.82
  12.87  102.67   40.37   32.50
  13.14  111.10   40.02   33.17
  13.40  130.35   41.53   33.85
  13.67  132.12   44.12   34.53
  13.94  139.18   47.49   35.20
  14.21  138.91   51.79   35.88
  14.48  136.32   54.19   36.56
  14.75  144.14   49.14   37.24
  15.01  145.30   38.66   37.91
  15.28  125.10   29.69   38.59
  15.55  115.74   23.83   39.27
  15.82  103.44   19.47   39.94
  16.09   88.45   14.45   40.62
  16.35   72.25   10.32   41.30
  16.62   62.80    6.72   41.97
  16.89   55.17    4.92   42.65
  17.16   49.25    4.42   43.33
  17.43   44.95    5.23   44.01
  17.69   40.19    6.23   44.68
  17.96   36.07    6.36   45.36
  18.23   32.72    6.01   46.04
  18.50   29.39    5.26   46.71
  18.77   25.91    4.13   47.39
  19.03   22.06    3.07   48.07
  19.30   18.88    2.62   48.74
  19.57   15.76    2.85   49.42
  19.84   13.09    2.89   50.10
  20.11   10.53    2.54   50.78
  20.38    8.18    1.98   51.45
  20.64    6.23    1.75   52.13
  20.91    4.41    1.70   52.81
  21.18    3.30    1.51   53.48
  21.45    2.19    1.38   54.16
  21.72    1.14    1.43   54.84
  21.98    0.59    1.54   55.51
  22.25    0.03    1.54   56.19
