# Fit results:
# amplitude = 9.9412
# peak_pos[pc] = 13.1530
# width_left[pc] = 8.9846
# width_right[pc] = 4.6761
# chi_sq = 1.288
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   0.00   -0.13    1.65    0.00
   0.27    0.05    1.67    0.68
   0.54    0.09    1.49    1.37
   0.81    0.26    1.16    2.05
   1.08    0.89    0.87    2.73
   1.35    1.25    1.11    3.42
   1.62    1.92    1.66    4.10
   1.89    2.61    2.04    4.78
   2.17    3.32    2.56    5.47
   2.44    4.08    3.02    6.15
   2.71    4.15    2.98    6.84
   2.98    4.03    2.79    7.52
   3.25    3.93    2.54    8.20
   3.52    4.04    2.40    8.89
   3.79    4.86    2.07    9.57
   4.06    5.24    1.95   10.25
   4.33    4.88    2.00   10.94
   4.60    5.10    1.84   11.62
   4.87    5.52    1.82   12.30
   5.14    4.96    1.82   12.99
   5.41    4.31    1.80   13.67
   5.68    3.70    1.85   14.35
   5.95    4.11    1.88   15.04
   6.23    4.47    1.89   15.72
   6.50    4.98    1.77   16.40
   6.77    5.47    1.52   17.09
   7.04    5.83    1.41   17.77
   7.31    6.57    1.58   18.45
   7.58    6.74    1.95   19.14
   7.85    7.25    2.33   19.82
   8.12    7.25    2.72   20.51
   8.39    5.85    3.08   21.19
   8.66    6.09    2.98   21.87
   8.93    7.49    2.24   22.56
   9.20    8.41    1.28   23.24
   9.47    9.57    0.72   23.92
   9.74   10.19    1.09   24.61
  10.01   10.55    1.91   25.29
  10.29   11.66    3.06   25.97
  10.56   12.29    4.13   26.66
  10.83   12.53    4.74   27.34
  11.10   12.38    4.96   28.02
  11.37    9.94    4.91   28.71
  11.64    8.73    4.46   29.39
  11.91    7.52    3.66   30.07
  12.18    7.07    2.97   30.76
  12.45    7.47    2.61   31.44
  12.72    7.74    2.42   32.13
  12.99    8.33    2.19   32.81
  13.26    8.45    1.83   33.49
  13.53    8.18    1.55   34.18
  13.80    8.52    1.51   34.86
  14.07    8.27    1.48   35.54
  14.35    8.60    1.46   36.23
  14.62    8.96    1.28   36.91
  14.89    9.26    1.12   37.59
  15.16    9.32    1.37   38.28
  15.43    8.70    1.88   38.96
  15.70    8.50    2.33   39.64
  15.97    7.69    2.29   40.33
  16.24    6.61    1.98   41.01
  16.51    6.06    1.69   41.69
  16.78    5.24    1.44   42.38
  17.05    4.44    1.55   43.06
  17.32    3.90    1.66   43.74
  17.59    3.14    1.56   44.43
  17.86    2.75    1.39   45.11
  18.13    2.81    1.43   45.80
  18.41    2.31    1.87   46.48
  18.68    1.73    2.06   47.16
  18.95    0.69    1.76   47.85
  19.22    0.08    1.22   48.53
