# Fit results:
# amplitude = 125.1777
# peak_pos[pc] = 14.9104
# width_left[pc] = 3.8655
# width_right[pc] = 1.7340
# chi_sq = 22.078
# ########################
# Dist[pc]    flux    flux_std    dist[pix]
   6.69   -2.72    1.50   16.90
   6.96   -0.03    2.00   17.58
   7.23    2.75    2.79   18.25
   7.50    4.27    3.81   18.93
   7.76    6.41    4.61   19.61
   8.03    9.27    5.23   20.28
   8.30   13.09    6.05   20.96
   8.57   16.29    6.76   21.63
   8.83   19.69    6.95   22.31
   9.10   23.55    6.69   22.99
   9.37   27.19    6.66   23.66
   9.64   30.84    6.96   24.34
   9.91   34.54    7.00   25.01
  10.17   38.31    6.03   25.69
  10.44   42.34    5.04   26.37
  10.71   45.75    4.45   27.04
  10.98   48.65    4.88   27.72
  11.24   53.19    6.33   28.39
  11.51   58.02    7.51   29.07
  11.78   65.59    9.49   29.75
  12.05   75.03   12.85   30.42
  12.31   80.85   16.59   31.10
  12.58   93.61   20.41   31.77
  12.85  100.78   27.32   32.45
  13.12  115.94   36.81   33.13
  13.39  123.07   46.40   33.80
  13.65  129.54   54.86   34.48
  13.92  135.13   63.81   35.15
  14.19  139.39   74.15   35.83
  14.46  140.79   84.39   36.51
  14.72  130.32   91.23   37.18
  14.99  106.58   94.69   37.86
  15.26   86.17   96.85   38.54
  15.53   71.99   97.17   39.21
  15.80   58.26   89.47   39.89
  16.06   49.75   76.20   40.56
  16.33   42.00   63.07   41.24
  16.60   34.27   52.40   41.92
  16.87   26.86   41.31   42.59
  17.13   24.36   31.19   43.27
  17.40   22.30   25.17   43.94
  17.67   17.93   22.06   44.62
  17.94   13.24   20.56   45.30
  18.20   11.08   20.49   45.97
  18.47    9.07   20.92   46.65
  18.74    8.31   20.64   47.32
  19.01    7.75   19.56   48.00
  19.28    6.68   17.73   48.68
  19.54    4.70   15.54   49.35
  19.81    2.53   12.74   50.03
  20.08    0.85   10.04   50.70
  20.35    0.86    7.99   51.38
  20.61    0.94    6.41   52.06
  20.88    0.92    5.46   52.73
  21.15    0.80    5.03   53.41
  21.42    0.06    4.92   54.08
